filename,positions,result
path_0094.txt,0,fail
path_0107.txt,0,fail
path_0143.txt,0,fail
path_0152.txt,14,fail
path_0163.txt,39,fail
path_0168.txt,0,fail
path_0181.txt,14,fail
path_0190.txt,14,fail
path_0196.txt,14,fail
path_0210.txt,0,fail
path_0234.txt,0,fail
path_0240.txt,0,fail
path_0269.txt,0,fail
path_0276.txt,0,fail
path_0279.txt,60,fail
path_0313.txt,0,fail
path_0336.txt,54,fail
path_0341.txt,0,fail
path_0406.txt,0,fail
path_0421.txt,0,fail
path_0458.txt,0,fail
path_0495.txt,0,fail
path_0532.txt,0,fail
path_0535.txt,13,fail
path_0537.txt,14,fail
path_0540.txt,0,fail
path_0562.txt,45,fail
path_0570.txt,0,fail
path_0593.txt,0,fail
path_0601.txt,41,fail
path_0602.txt,0,fail
path_0604.txt,13,fail
path_0607.txt,47,fail
path_0619.txt,14,fail
path_0621.txt,0,fail
path_0664.txt,14,fail
path_0675.txt,0,fail
path_0692.txt,0,fail
path_0716.txt,0,fail
path_0735.txt,0,fail
path_0739.txt,0,fail
path_0740.txt,0,fail
path_0746.txt,0,fail
path_0749.txt,14,fail
path_0778.txt,14,fail
path_0779.txt,0,fail
path_0780.txt,74,fail
path_0799.txt,0,fail
path_0817.txt,0,fail
path_0829.txt,14,fail
path_0830.txt,0,fail
path_0844.txt,0,fail
path_0857.txt,0,fail
path_0867.txt,14,fail
path_0879.txt,0,fail
path_0897.txt,0,fail
path_0908.txt,0,fail
path_0934.txt,13,fail
path_0957.txt,0,fail
path_0972.txt,0,fail
path_0996.txt,0,fail
path_1049.txt,0,fail
path_1060.txt,0,fail
path_1074.txt,0,fail
path_1090.txt,37,fail
path_1101.txt,14,fail
path_1111.txt,0,fail
path_1115.txt,0,fail
path_1144.txt,0,fail
path_1150.txt,0,fail
path_1158.txt,0,fail
path_1194.txt,14,fail
path_1201.txt,0,fail
path_1202.txt,0,fail
path_1203.txt,0,fail
path_1212.txt,14,fail
path_1216.txt,0,fail
path_1224.txt,0,fail
path_1246.txt,0,fail
path_1252.txt,0,fail
path_1259.txt,0,fail
path_1270.txt,14,fail
path_1296.txt,0,fail
path_1304.txt,14,fail
path_1306.txt,0,fail
path_1307.txt,14,fail
path_1310.txt,0,fail
path_1332.txt,0,fail
path_1361.txt,0,fail
path_1375.txt,13,fail
path_1376.txt,0,fail
path_1387.txt,13,fail
path_1400.txt,14,fail
path_1427.txt,0,fail
path_1431.txt,0,fail
path_1443.txt,14,fail
path_1454.txt,0,fail
path_1462.txt,0,fail
path_1469.txt,0,fail
path_1481.txt,0,fail
path_1494.txt,0,fail
path_1520.txt,0,fail
path_1538.txt,0,fail
path_1539.txt,34,fail
path_1547.txt,0,fail
path_1560.txt,35,fail
path_1562.txt,0,fail
path_1572.txt,0,fail
path_1574.txt,0,fail
path_1575.txt,46,fail
path_1577.txt,0,fail
path_1581.txt,0,fail
path_1608.txt,0,fail
path_1616.txt,14,fail
path_1625.txt,14,fail
path_1646.txt,40,fail
path_1675.txt,0,fail
path_1701.txt,0,fail
path_1720.txt,31,fail
path_1747.txt,0,fail
path_1775.txt,14,fail
path_1792.txt,0,fail
path_1804.txt,13,fail
path_1811.txt,0,fail
path_1838.txt,13,fail
path_1842.txt,0,fail
path_1849.txt,31,fail
path_1852.txt,0,fail
path_1877.txt,0,fail
path_1884.txt,0,fail
path_1899.txt,64,fail
path_1938.txt,0,fail
path_1946.txt,14,fail
path_1949.txt,14,fail
path_1952.txt,44,fail
path_1953.txt,0,fail
path_1964.txt,47,fail
path_2003.txt,14,fail
path_2008.txt,0,fail
path_2069.txt,0,fail
path_2071.txt,14,fail
path_2076.txt,14,fail
path_2096.txt,0,fail
path_2106.txt,0,fail
path_2114.txt,0,fail
path_2126.txt,43,fail
path_2148.txt,0,fail
path_2187.txt,14,fail
path_2195.txt,0,fail
path_2234.txt,14,fail
path_2257.txt,0,fail
path_2263.txt,0,fail
path_2264.txt,0,fail
path_2265.txt,0,fail
path_2267.txt,0,fail
path_2269.txt,14,fail
path_2271.txt,14,fail
path_2276.txt,13,fail
path_2298.txt,0,fail
path_2299.txt,0,fail
path_2301.txt,0,fail
path_2337.txt,0,fail
path_2346.txt,0,fail
path_2361.txt,0,fail
path_2416.txt,0,fail
path_2427.txt,0,fail
path_2433.txt,14,fail
path_2447.txt,0,fail
path_2462.txt,0,fail
path_2474.txt,0,fail
path_2479.txt,0,fail
path_2494.txt,14,fail
path_2497.txt,0,fail
path_2503.txt,0,fail
path_2520.txt,0,fail
path_2522.txt,0,fail
path_2524.txt,0,fail
path_2538.txt,0,fail
path_2540.txt,47,fail
path_2545.txt,13,fail
path_2635.txt,0,fail
path_2646.txt,0,fail
path_2656.txt,0,fail
path_2692.txt,0,fail
path_2700.txt,53,fail
path_2705.txt,0,fail
path_2706.txt,14,fail
path_2733.txt,33,fail
path_2752.txt,33,fail
path_2754.txt,0,fail
path_2755.txt,0,fail
path_2769.txt,0,fail
path_2779.txt,0,fail
path_2807.txt,0,fail
path_2873.txt,0,fail
path_2875.txt,0,fail
path_2884.txt,0,fail
path_2885.txt,0,fail
path_2903.txt,0,fail
path_2909.txt,14,fail
path_2910.txt,13,fail
path_2927.txt,38,fail
path_2939.txt,0,fail
