File Name,Total Distance
path63_visual.txt,7.125289934857026
path100_visual.txt,6.418580256100863
path78_visual.txt,6.581459207636216
path43_visual.txt,6.608519119780182
path79_visual.txt,6.678241762459951
path3_visual.txt,5.9740192063233835
path65_visual.txt,6.606579242644056
path75_visual.txt,6.0457668194350385
path77_visual.txt,6.085640058302504
path17_visual.txt,7.219714290389568
path98_visual.txt,6.453741685513522
path84_visual.txt,6.70477674347163
path30_visual.txt,7.213807949991599
path56_visual.txt,5.813606595183451
path73_visual.txt,6.7787859747130526
path49_visual.txt,7.016400705368488
path24_visual.txt,6.300870654254797
path86_visual.txt,6.851936754216048
path34_visual.txt,6.929603689569057
path45_visual.txt,6.090131568025707
path89_visual.txt,6.512379188542009
path37_visual.txt,6.820909484899896
path28_visual.txt,7.280758631342014
path8_visual.txt,6.900403003735681
path39_visual.txt,7.2607458672985405
path25_visual.txt,6.158783075067539
path52_visual.txt,6.368116048751316
path99_visual.txt,6.811209200151405
path11_visual.txt,5.811657933189366
path38_visual.txt,6.458808364565837
path47_visual.txt,5.887014057973383
path13_visual.txt,6.6411093761908075
path88_visual.txt,6.067433349959411
path4_visual.txt,7.036048028285454
path69_visual.txt,6.0512191943924085
path35_visual.txt,5.981290997344915
path94_visual.txt,6.424269573952394
path57_visual.txt,6.236938375537546
path6_visual.txt,6.248550795270412
path96_visual.txt,6.367346445694459
path46_visual.txt,6.771031169499109
path83_visual.txt,6.437014103620905
path95_visual.txt,6.168686583573853
path29_visual.txt,7.064104569680906
path23_visual.txt,5.921762212272151
path93_visual.txt,6.195162314033032
path21_visual.txt,6.1563267088388525
path27_visual.txt,6.353355706110917
path64_visual.txt,7.28348714529253
path66_visual.txt,6.493952053043145
path36_visual.txt,6.177330293445679
path72_visual.txt,6.748625366593769
path59_visual.txt,6.695681362566863
path22_visual.txt,6.94026363491893
path91_visual.txt,6.515374508907926
path53_visual.txt,6.541662519139809
path67_visual.txt,6.776092765425942
path32_visual.txt,6.59345873353363
path42_visual.txt,6.743087931824207
path5_visual.txt,6.588344620166854
path20_visual.txt,6.622518664037002
path76_visual.txt,6.964611501407568
path16_visual.txt,6.046168878714818
path48_visual.txt,6.92767438672068
path15_visual.txt,6.49836961430376
path60_visual.txt,6.257957946306664
path9_visual.txt,6.660601829619139
path14_visual.txt,6.27173064768681
path71_visual.txt,6.204202774322095
path19_visual.txt,6.240523850941251
path92_visual.txt,6.624548320379551
path7_visual.txt,6.1075739053958245
path10_visual.txt,7.5292310461170935
path87_visual.txt,6.566205969909832
path80_visual.txt,6.127766051547305
path68_visual.txt,6.568872426792978
path85_visual.txt,6.271507031852131
path54_visual.txt,5.861509289972677
path70_visual.txt,6.6438913575803
path62_visual.txt,6.9536090043544565
path58_visual.txt,7.559522545907224
path2_visual.txt,6.2514310365592
path90_visual.txt,6.631597838416471
path33_visual.txt,6.003189186113253
path82_visual.txt,5.998090170493316
path55_visual.txt,5.804164954367434
path31_visual.txt,6.710921973451083
path74_visual.txt,6.341757306735968
path61_visual.txt,6.822777035882246
path12_visual.txt,6.894912333485741
path51_visual.txt,6.389317251179287
path26_visual.txt,6.8707741983729695
path50_visual.txt,6.622515673225669
path81_visual.txt,7.01656694365729
path18_visual.txt,6.762018986199448
path44_visual.txt,6.570783845500937
path41_visual.txt,6.752260777256578
path97_visual.txt,6.593164719239293
path40_visual.txt,6.533380828709044
path1_visual.txt,6.121169232271546
Average,6.531866588478559
Variance,0.1551822964251466
