sa,sb,sc,sd,se,sf,m8a,m8b,m8c,m8d,m8e,m8f,m4a,m4b,m4c,m4d,m4e,m4f,m9a,m9b,m9c,m9d,m9e,m9f,m2a,m2b,m2c,m2d,m2e,m2f,m10a,m10b,m10c,m10d,m10e,m10f,m5a,m5b,m5c,m5d,m5e,m5f,m11a,m11b,m11c,m11d,m11e,m11f,m1a,m1b,m1c,m1d,m1e,m1f,m12a,m12b,m12c,m12d,m12e,m12f,m6a,m6b,m6c,m6d,m6e,m6f,m13a,m13b,m13c,m13d,m13e,m13f,m3a,m3b,m3c,m3d,m3e,m3f,m14a,m14b,m14c,m14d,m14e,m14f,m7a,m7b,m7c,m7d,m7e,m7f,m15a,m15b,m15c,m15d,m15e,m15f,ga,gb,gc,gd,ge,gf
0.038040146298087,-0.0769280764459274,-0.4077942819228193,-0.0001213473923513,0.4097432863265702,0.0886203910422125,-0.09767517550402657,-0.1305044753622942,-0.42877558918951514,0.00728291204236288,0.42577033905272227,0.0685317957106053,-0.06282031325496508,-0.25105881992551676,-0.36947593154274394,0.01020185110237369,0.37314993963094456,0.020003817844352668,-0.372230116521891,-0.4409562735567666,-0.3335430552066424,0.03987232431053979,0.37162544206082526,-0.10964172166537736,-0.2176286001354235,-0.7185287804195978,-0.28484876864547565,-0.04138828759021887,0.6182497364699168,-0.054222674112099765,-0.4855189235316999,-0.8562580979093841,-0.25263825169713977,-0.019421269316287418,0.5539137658611634,0.06964215234289092,-0.503575984192494,-1.012517909034081,-0.24252673931997124,-0.06803191339581374,0.6970316923744277,-0.0041948823540017,-0.7168351922893486,-1.0836330518724915,-0.23981815641102228,-0.012817855488157809,0.6334614153853483,-0.1850393605912523,-0.8823564270502227,-0.3680425743792445,-0.8859499101959811,-0.00912092538055892,0.6095430065809821,-0.010919733185694919,-0.9794081458615922,-1.1319621531803299,-0.2769522669749078,-0.0025034381066264266,0.7114009032055254,-0.4299525188638396,-1.2500010057123965,-0.971874659858007,-0.48644653828113693,-0.002154145664325008,0.6790603233960361,-0.5462616663780197,-1.3298019904173666,-0.7426295872222055,-0.5386313950536007,0.02901819708199485,0.6881902891023972,-0.6991672864010692,-1.549926111612448,-0.8778403521329949,-0.4543672910524674,0.007136883365488587,0.7849928495390306,-0.6105981151706403,-1.7399001948599602,-0.553157376848048,-0.7231229154697931,0.032735748015688806,0.8882317065693778,-0.7714598563480375,-1.7706766416516442,-0.3073934271804077,-0.737944914931149,0.00776548642747626,0.8985422992448108,-0.4386381184810428,-1.818849390032987,-0.2329217586848778,-0.6473302264917833,0.001018746416446101,0.8361180984620131,-0.3650559429823511,-1.7644230859141348,-0.1141780849147108,-0.4506123225987279,-0.0027639827913145,1.0321155262220445,-0.2791528546239711
-0.0757597751047898,-0.0855379354935719,-0.3967935455350373,0.0007703124332953,0.4147338313256012,0.3060854672165192,-0.10748553203069394,-0.13077565423840853,-0.42955164078357766,0.006641141631109973,0.40510819690516064,0.30893987531127726,-0.10504731026675831,-0.07219169632686179,-0.5249027326432701,0.01311670630124391,0.4397259771036486,0.33036891596496676,-0.18414628341200506,-0.20223862789133726,-0.5575725487371034,-0.0037055949784033093,0.47389598780504294,0.3636464077528681,-0.3793591153948606,0.027143183256973624,-0.7572060954215521,0.016992707269266077,0.33620012168231933,0.3629568583970618,-0.4117306721752728,0.08927626031071917,-0.9440995028458636,-0.020217491102148002,0.44112193915099696,0.4457870997355402,-0.627015864226668,0.18074532886193323,-0.9891038958156801,0.01913500125650358,0.22409326643776123,0.40353690415735455,-0.7070371366296392,0.08606153624971039,-1.0398341451069577,-0.03661777248034326,0.3873585391969029,0.4060247266257092,-0.8513106901738542,-0.37077475554062356,-0.8386237001654615,-0.02065158695034329,0.46597956041093846,0.1340892194551331,-1.0953774786418489,0.2569938095790082,-1.1746058705947973,0.00206431352385425,0.2677882593270196,0.25110491541425806,-1.1660202358967537,0.04982588678218913,-1.088923829309207,-0.03043133616011008,0.5337201553222688,0.40729814019941635,-1.2948636781064584,-0.017316193989372564,-1.0477329827200725,-0.025535334105359103,0.701529739582849,0.39326153584281764,-1.4243255199386873,-0.1394556111073809,-0.8960489155882718,-0.004224199120884425,0.7099471700018045,0.12823158217706074,-1.5526087677284188,-0.2414919777582744,-0.7346260495750245,0.0020022392709284492,0.7382597097530943,0.04486948222248832,-1.558956541885878,-0.20966396664330755,-0.6091380676401927,0.0017608462826953393,0.6769831898743008,-0.05217504168755699,-1.5724132138580187,-0.1476153965944867,-0.5093685055557182,-0.002623626228930296,0.6616608082737381,-0.2098136504179589,-1.608233401684757,-0.1451752843209001,-0.4024585381125415,-0.0018923599162992,0.5639977333135698,-0.2142347776359253
0.1872762370799732,-0.0960153838289095,-0.5056461264687009,0.0006470389829731,0.488227859886722,0.3641493110227971,-0.048352748696541936,-0.13244542776492962,-0.4465302098653744,0.0040678983839805005,0.4728089309977491,0.37523337724941264,-0.07458686037717657,-0.18990584257936555,-0.4505957449461026,0.0040774960209409294,0.37885616245064213,0.3879050288610085,-0.1401308417056833,-0.23105489994961784,-0.44795250689044364,-0.0156560102871032,0.2320914345495625,0.38719933832476583,-0.357418669674876,-0.23941439072181642,-0.4755897778966414,0.0005221682560892227,0.12049550008730488,0.42135480047180734,-0.3437820539430811,-0.21696361955523996,-0.5087228554869359,-0.05852280742938944,0.014275382607175594,0.52269758212641,-0.6154133964428694,-0.23158578372594688,-0.5019545052001468,-0.01536939984691335,-0.17280913641381757,0.44205268273691156,-0.6953714074442192,-0.31558908010323966,-0.5001513772626717,-0.08375035106848627,-0.11172146156612436,0.393520471803836,-0.8121070451262248,-0.31976364447995365,-0.7582144384081886,0.003041697213348446,0.48067742417530024,0.09082218418078375,-1.0998223164832401,-0.39727631097314436,-0.4265215188769879,-0.03554507606930024,-0.21400673273835025,0.15415349691522895,-1.141652997800406,-0.4595159489560047,-0.385656693354377,-0.050368514968576014,0.07810464474179929,0.3420030371648374,-1.2750434913025286,-0.4411353299009582,-0.39553118226041306,-0.024959307289948315,0.08731943586618557,0.18571940933101916,-1.2115356979088487,-0.30098043713823486,-0.47102897310986647,0.00918743556689229,0.42051319671534865,-0.059219682960159004,-1.4047798220556662,-0.27716273143082965,-0.5423110107299518,0.0060648563520938024,0.5968197405084142,-0.2749040561429596,-1.4801820808250332,-0.20732355636148458,-0.550436450250368,-0.004428475501630757,0.5782259564095558,-0.28883835906874117,-1.6699357405087978,-0.18590325533560176,-0.5619581353843018,-0.0018638536120049538,0.7259047610455905,-0.4214621206842927,-1.836191412550343,-0.1627289850532043,-0.5571911382472411,-0.0035730132308894,0.5506748449284541,-0.4192225548100072
0.154693360990759,-0.1249474414979676,-0.3087439584947598,-0.0001062286032844,0.6464403898946864,0.1599989050585843,0.025918880922732646,-0.11785470247510554,-0.4463592019007996,0.004987001402924476,0.5634842368317312,0.13421299364697525,-0.04818759991110058,-0.2548413656045341,-0.417328573898124,0.0011227579719241265,0.4491053279898819,0.1388487566861365,-0.07453782536535672,-0.19461993720039258,-0.44571772339821836,-0.025526126587026854,0.2237104599300353,0.05057489827413168,-0.3760870894945371,-0.21558172087250838,-0.47172729862302004,0.032488355503258126,0.08741612741100896,0.13679049463973214,-0.28957772766716117,-0.07524411110653156,-0.5442574077672425,-0.035521812532698996,-0.09387347213451204,0.1212650110507337,-0.6240708907492369,-0.14564980846684009,-0.5216286247130112,0.04312943943103753,-0.21978717463433367,0.03148532053019937,-0.668169131360919,-0.12757489542120548,-0.5421377204904957,-0.012820287239834166,-0.32110271567967064,-0.014783331504711575,-0.8146266470690928,-0.3373409811426942,-0.7635081445961256,-0.004435814137634622,0.4368256998007455,0.14036304926421783,-1.0858741449748508,-0.09774992745246014,-0.4862187998807374,-0.012263938544081254,-0.5969867810334255,-0.3350705578251065,-1.0626502870553711,-0.3637680878022435,-0.3568084818065008,-0.03130198033474364,0.10174542378334003,0.30163531860376114,-1.2559614165092778,-0.39486890481914577,-0.3641123050501931,-0.03072969915172813,0.0024216416285190237,0.29877681072456147,-1.0669121516479758,-0.16546704253071712,-0.38688534002337305,0.012230298232767257,0.24948147676555327,0.06419295228309702,-1.3172192425854057,-0.14233306693582043,-0.5403431479458571,-0.0076319603179508845,0.5249976216735327,0.07060293071632054,-1.2522922023711927,-0.10715797483486622,-0.40828618202575195,-0.010573985134885097,0.3435430480612247,0.04485702218174811,-1.4503115311003636,-0.10211362206406632,-0.44254290560927834,-0.003977528432156347,0.5785811051250469,-0.023303148748738012,-1.6825522545608746,-0.1017851444605613,-0.4485122862293971,-0.0032210903158764,0.3977340702696917,-0.0239176540043422
0.2052385912065748,-0.0412940804555725,-0.3576732159054607,0.001306064715103,0.4575749087356495,0.0274060114938166,0.01471274079396645,-0.12713344114014813,-0.45226178687971524,0.0041341745029861154,0.5577857390085177,0.03791302973476369,-0.0877596371100563,-0.06965057050747508,-0.556307150585956,0.011743835963820337,0.5976737252648952,0.057643375016758036,-0.06050325029114152,-0.06706194960374254,-0.6763244673700252,-0.024040204755132993,0.6166413149210379,0.019841971840024262,-0.31763557788127755,-0.08968701385493494,-0.7844373910472284,0.00026724734549682383,0.6774032546314189,0.14414410666568295,-0.4505830037323557,0.031182198891425622,-0.9889425051877918,0.009758235299945905,0.6675648158264207,0.1454331412268583,-0.5877110824781937,0.007182130452058483,-1.0358679374387996,0.02050431665251709,0.683260012018557,0.12256654497922995,-0.7199749349371627,-0.10125568457841527,-1.1108309269927574,0.00839770428475306,0.8654182975710416,0.1705222556009705,-0.8596317785422829,-0.35873668633394584,-0.85560935835608,-0.016250805275536725,0.5312792363632224,0.06878544375530724,-1.0376655046468664,-0.07782192891123091,-1.252200098808859,0.017893984808337482,1.0121886055997273,0.2028422383091455,-1.2264949759435608,0.08008464322770414,-1.40455272964688,-0.00011399342459761375,0.9173003964125246,0.166177669250889,-1.3438039652486884,-0.00023535434793603427,-1.3711352850701806,-0.00836754648470514,1.1868582256260158,0.0992244841007429,-1.5988058951990967,-0.14610429540598943,-1.1259983833366716,-0.01075326935298835,0.939104202482177,0.13744358323189826,-1.9383852056017152,-0.2988407995440218,-1.1299910561834676,0.0054890311348559755,1.0930344589068364,0.36712848189187003,-1.977335649260179,-0.31715801604128396,-0.9049899613340637,0.016888526413434253,1.1098231280620166,0.33500184966026025,-1.980736143642746,-0.26696311131117084,-0.7493552259424062,0.006109927327147948,0.9728916962066568,0.30161741491206784,-1.9428971731763889,-0.1473905667208586,-0.5944987705586393,-0.0022223658371433,0.9605121953169076,0.2789466745357972
-0.0380693207042224,-0.134657902524478,-0.3439490487761398,0.001368861610385,0.7195899549491216,0.22245880306619,0.09780957118436823,-0.12413029309912527,-0.4715016359795847,0.0011151673951660251,0.6474564705482475,0.21656909918168338,-0.05394316513781562,-0.05098798765648799,-0.6781877565979653,-0.005523862280238712,0.8417110193317834,0.17538619315111098,-0.15521275255800762,-0.04880995758347753,-0.8251409727997334,-0.00202896193790586,0.9556929902222736,0.12150608225172405,-0.28089231688104294,-0.04906097826814643,-0.9355675287650675,-0.01588465505172018,1.00973493757559,0.09472359276354436,-0.49051982630740976,0.12628474148242472,-1.167222911100432,0.030162576889931333,0.8967288219741166,0.07372432311449936,-0.5716032199196136,0.06147354146901937,-1.2469506291426993,0.028251271602161482,1.0816863057207062,-0.008404209476713442,-0.7153486885939391,0.10415996502778199,-1.3640849170666194,0.06945786232129089,1.0797683428370544,-0.060902667161461414,-0.8899316902713095,-0.3893942090818545,-0.8944301202174341,-0.012958530513631869,0.583767498584366,0.01789423469652557,-0.9708494306616267,0.05281606883643897,-1.4015863864203164,0.05916273208643398,1.1473160183154671,-0.37481329392942536,-1.1550415304660795,0.005829561786757587,-1.3399904446052606,0.05020209889420568,1.1266928462785963,-0.18160062195279167,-1.2979932653971398,-0.07684001425468262,-1.224658418630253,0.020031215145019307,1.174309166787703,-0.0726043232838208,-1.5986611418156609,-0.21017794649245544,-1.0727581622622357,-0.009340756703631978,0.9310862317196067,0.07231136440843677,-1.7163146695739921,-0.3222506507058743,-0.8613624962920212,0.009836090343158261,0.8855087859219509,-0.013269523845596598,-1.7463166447129561,-0.2705421428721512,-0.7322602021340897,0.009568495383714072,0.8820108177205451,-0.09386895931849593,-1.8474480893667136,-0.2350995222365116,-0.6673923418563594,0.0023697634149090468,0.8641120252934432,-0.11203142618390233,-1.8848281722416451,-0.1467911711800137,-0.5983121785846087,-0.0022090500773182,0.81455325834474,-0.0662451318622418
0.2264350947543771,-0.1264780315557692,-0.4153015735356122,0.0011538057992384,0.4054417852034895,-0.0129760209018474,-0.021159421947540585,-0.12686981610333542,-0.4425408209927657,0.005633587439293361,0.5176999356267665,-0.019964416297029386,-0.06075422568852336,-0.23308360985352938,-0.40348145754112646,0.008968685436446744,0.4384912767911162,-0.02922644238838594,-0.1560622822024333,-0.24644092916287128,-0.4483681561985843,-0.005457609310017153,0.345003492308262,-0.11337253498931754,-0.24035840357017735,-0.5926142566329929,-0.3732839919529558,-0.02946001913674648,0.6096507188729925,-0.03321592634026256,-0.42303115777320943,-0.4783502332889063,-0.4638649119162981,-0.010096370357176546,0.41195023119441204,-0.013672018617268016,-0.5370916859894891,-0.7203996658650378,-0.39559736017169134,-0.023648734584578696,0.5316100582192731,-0.09412657909402317,-0.7100392595419053,-0.7887878583378263,-0.4453229445392516,0.002337226348741464,0.5845950880586956,-0.1627387927747215,-0.8771592199111695,-0.36703494716002394,-0.8780008275782196,-0.010430647769450949,0.5899277659077146,0.008532164401635706,-0.9797947994048661,-0.9979496840526163,-0.3642140639557064,0.001592096897098827,0.693218184319264,-0.3962222600979421,-1.2625360219823867,-0.8209086466152447,-0.5818348304650612,-0.014792523628008383,0.6116519025278826,-0.3258276332974761,-1.345208104071172,-0.5743755017334371,-0.6489302767859764,0.010483433449512025,0.6283165703647644,-0.35515973556618985,-1.5191636410089273,-0.6980848939920257,-0.5614710732940555,0.004449034768247137,0.766920675223387,-0.4309081110996669,-1.684111236920561,-0.4342721718561345,-0.7446320703998763,0.02149273971835242,0.8467206140876019,-0.44051410366019034,-1.7277977156303894,-0.28318157809939565,-0.7132410249818659,0.007071070732428111,0.8558454614607734,-0.3111818114140736,-1.8507196331960363,-0.24158686859573691,-0.6663739585602028,0.001789216697588085,0.8610818934044535,-0.3029977752806946,-1.7908948735772556,-0.1538099799136801,-0.4573724333784529,-0.0018005731047083,1.0724918019626424,-0.2229393184727766
0.1280849305901474,-0.041380761432431,-0.4707941373712865,0.0008178862278587,0.4437646100168342,0.0807492950024508,-0.08360590657644155,-0.13618680818628598,-0.4377680805935776,0.00595512333321728,0.4460321350111597,0.03229637292786705,-0.10028815218866932,-0.08455820908446232,-0.5042813291150208,0.017370345662040015,0.48401764720205237,0.06128594479604265,-0.06506333688491303,-0.09890343732950266,-0.6180655234884923,-0.024551324690781418,0.5122488747360169,0.06338466116361416,-0.3539712445261938,-0.10936202197036032,-0.6670964300495433,0.025778628275723525,0.40618709563297833,0.06945786759736472,-0.40108935134571405,0.057474472974311575,-0.9098562663786038,0.0031769890387003535,0.46631667427281953,0.0789587591945444,-0.6059608542421346,0.01045564077054631,-0.886874681123626,0.04230907546866286,0.3470747094346724,0.02710209954044654,-0.6967630344137601,-0.08085748012911864,-0.9646631502314157,0.03718108266620518,0.5220121774475485,-0.08589213210094086,-0.8298343647695169,-0.34736438319745055,-0.8036668947401733,-0.01655077599774739,0.4458092184947209,0.1468866016301613,-1.0566246620676953,-0.21179716935902865,-0.8685688738525648,-0.0007406915722569796,0.42020819245081853,0.05691286178982689,-1.140120456707747,-0.13264817931966127,-0.8459088002652675,-0.013824840198378693,0.46622206777591985,0.28404614437416364,-1.2829993824262194,-0.16154330850364235,-0.7822336394599175,-0.018768423371046825,0.4497634331958444,0.35677544873082406,-1.2693398649780436,-0.0821638107046149,-0.7310210485635903,0.001823820866490633,0.521263593900154,0.16922588616500137,-1.4496451373733945,-0.11581722762919733,-0.7088928566064028,-0.010882352728024739,0.6509490494744392,0.33885302785141963,-1.5122198041646098,-0.1611779083415083,-0.589077537987278,0.0036354415412873983,0.6414772541470739,0.33202795856568473,-1.6870718895396075,-0.1701270308127084,-0.5821931657437224,0.0012761856754675382,0.7603218363084533,0.31197414492233927,-1.9006716893303948,-0.164524274620999,-0.4267046444102597,-0.0028893499681582,0.6555643304364512,0.2897836180389883
-0.1457146460998233,-0.1152482662134382,-0.3914576347987228,-0.0003260507470352,0.459318663321504,0.0989564075952085,-0.1204100632173299,-0.1301051608678634,-0.422524234233577,0.00822356695453022,0.3997750776704685,0.04474357966282145,-0.06979327818287401,-0.19184560120658706,-0.436752973274541,0.010417042192673198,0.4630859635192426,0.0002543494768796756,-0.2410305829486855,-0.2787148903378669,-0.48803389996611757,0.013780882139239503,0.5012674896805391,-0.10026958522014709,-0.27108546578454995,-0.44657691772534547,-0.48320770344730307,0.000893056375539325,0.6247368269055006,-0.20670144007991972,-0.44017603439530656,-0.3499438533432258,-0.6294822072241943,0.014801772685112374,0.5749917398747008,-0.20171743475242437,-0.5484340105631669,-0.5195976945020672,-0.572033184720357,0.01902656365925523,0.6126403068114883,-0.3036644966021541,-0.6974323846889939,-0.5831361530353232,-0.6550221187233269,0.07890736789623913,0.7082008337929563,-0.5127123870756175,-0.8965285132445271,-0.39724432184898095,-0.9069844685225252,-0.015891113594658376,0.5850611513203983,0.02045445086902084,-0.951055097686732,-0.6747212063456642,-0.5899015118144499,0.03345058266742715,0.6388593015587631,-0.7951349807625021,-1.1264906725554271,-0.6338346229308411,-0.6123409929610187,0.029968936163734902,0.7669458929215228,-0.48110512252805093,-1.274271006936444,-0.5630506623656124,-0.6047597288874363,0.027994544253278755,0.6985240268599289,-0.505381660027604,-1.3930200126257806,-0.632008575973253,-0.44434235996820526,0.00849167519708479,0.6128994509361405,-0.376776856703303,-1.4835853557752383,-0.39595369105612893,-0.5460644134834887,0.017984477484480132,0.6613782624930908,-0.5767207181243263,-1.5298144795986401,-0.2427968885478176,-0.5759762597861712,-0.004162506080181578,0.6263321796901488,-0.5291341055199068,-1.725263515652724,-0.20684376650764336,-0.5918541758230678,-0.0012093977877198762,0.7633720914028566,-0.5223885980582734,-1.879045938785626,-0.1007268024062624,-0.4490200760010495,-0.0024957746485557,0.7201343729961021,-0.4408559570536279
0.2004011477613474,-0.0413705391786889,-0.3816065280839718,0.0013415040835509,0.5878636252173663,0.3119258003911085,0.07516331416624639,-0.12266590963211493,-0.464977139466418,0.001969820499409025,0.6184757533235435,0.2619228416262359,-0.07254833303962581,-0.14279050698592455,-0.5017917073291867,0.0072125752731338755,0.5327443589486051,0.11366049579713668,-0.1491579021554207,-0.1947209833899736,-0.5389219535294935,-0.005503928542278935,0.4924789185239581,-0.09512214976866684,-0.2883859360242337,-0.38167616010484273,-0.518860497963427,0.01140673509868298,0.589239717462538,-0.21909842371440627,-0.41462091425397296,-0.30637171604812113,-0.6165431691791367,0.013370159234522644,0.48233806474668917,-0.24240777867414803,-0.5596388063012219,-0.4362489727124824,-0.5841827691346873,0.05401246081876329,0.522005255458343,-0.5052813769325437,-0.6841565798331102,-0.5094366459720725,-0.6393587448587833,0.10351490882690256,0.5564896664321636,-0.6708687543236321,-0.8667397195997969,-0.3403901958485642,-0.8524238211205879,0.0044754934301710625,0.639709689755039,-0.055557741062643856,-0.9529654648590853,-0.7010800154697592,-0.6113355929461137,0.033073455645814015,0.7116798468487114,-0.7754577352681425,-1.150231592855935,-0.6369094898529648,-0.720701478310816,0.039380072685119186,0.9049000370951232,-0.5797813682008753,-1.2891138445571446,-0.5054914967120154,-0.7974228782025975,0.04135693748970279,0.9722596992667117,-0.610033644069181,-1.5187313727855094,-0.6662655376477997,-0.5862292522586348,0.004182965363035328,0.7728347976575705,-0.3995301584088034,-1.834249997483569,-0.5146394736217168,-0.8570514952209125,0.028633776561060757,0.9799384971196855,-0.513647652477009,-1.8595423069149917,-0.32946368243980156,-0.7994422618348551,0.011814318803626581,0.9959866345072949,-0.3694559056817072,-1.9653685432820243,-0.28017689257835526,-0.7313224219283954,0.0035455445495377203,0.9432173984832629,-0.3322399919951172,-1.8169316638827595,-0.1943273061929884,-0.6848049676406767,-0.0021251290870225,1.081189545842174,-0.2564850794347618
