ma1,ma2,ma3,ma4,ma5,ma6,g1,g2,g3,g4,g5,g6
0.7009430382776558,-0.5014408566603425,-1.041602868057443,0.38610582766325846,-0.4199316033577495,0.368726524320538,1.1872308125426434,-0.5082704461095179,-1.5466456921059173,-1.1919454307579074,-0.4092687781533416,1.5455151828667026
0.12695465987370175,-0.4205213257539109,-0.9996391201964263,-0.976728309928324,-0.2883783223492569,1.1210638998620999,1.5531354055969395,-0.5586411005867727,-1.6770310149545002,-1.9079497119492745,-0.031166392651079972,2.1678658474553725
0.27245834619754805,-0.5858367296945007,-1.1417277640810881,0.4420402728039367,0.36647869024206614,-0.12502205406100186,1.5715410151004479,-0.4623285603717558,-1.7389756306020627,0.06891909814691245,0.24858109826194752,0.02740537648878861
0.5172033569463567,-0.6783466414526568,-1.0005333182060618,0.20875485978527156,-0.02580987625713502,-0.7607187987187779,1.3325879066354713,-0.6541151857676615,-1.466830771686123,1.0467289871091154,0.5225766341418715,-0.8682472113440233
1.2560000875765436,-0.23678542978420553,-1.9084264022225892,0.977246908137868,-0.4912999848781694,-1.2658743799226113,2.584280485583152,0.3222899760887921,-3.087259755340888,1.6795402945140505,-1.110828009929957,-3.0738387324571086
0.5048903790206611,-0.7835076081604929,-1.3155533049207715,-0.4355383135191723,0.4236831184737974,-1.2386076424125734,1.0335652708585377,-0.33510328560004066,-1.8691529819353871,1.7195921273785608,0.8150586248688017,-1.1961563451723047
0.9732760947622318,-0.25973382985564886,-1.9495075335077943,1.2531500551623054,-0.022695392575718766,0.12340474424270564,1.7898315264108473,-0.3975307001654926,-2.1111237663373816,-0.0619866907935454,1.009324255381382,-0.21963990423575042
0.9790314793250059,-1.1625826748448393,-1.0833118354325917,0.267613649402073,0.32419663411719146,0.28247415418827876,1.9965687267725165,-0.5405908724488158,-1.8665568281091336,-0.9043249031806329,0.7470887025445905,0.645400115199866
0.957252371164454,-0.5234153065973323,-1.1942921237094843,-1.5557490238415381,1.7025313369236685,-0.36396909364319724,1.6429001258431608,-0.3704785310258469,-1.8733595143111614,-0.5865258215867873,0.3303585789656314,0.25492375637572123
-0.20046817246560014,-0.3429821811821077,-1.45463314811117,0.042604408282235995,-0.43350109014555815,1.3369491527653004,1.0290905808861555,-0.3931089543127862,-2.076533121312893,-2.2401618157080176,-0.3879457875774609,2.292267637511227
-0.7128200951087778,-0.16842333895497044,-2.3345550051105857,-0.5635864584779602,-0.3149831076881675,1.084862097638827,1.2406290010249998,0.27232017384803503,-3.1096079947770576,-2.896328707286748,-0.6740393535232801,2.9304249305990155
0.23597364980765106,-0.09950094323336729,-2.0451100283198613,0.33031943874707587,0.8224406529080115,-0.7595907922248585,1.3112160462832427,0.12767707647143936,-3.109659896249442,0.2508282148803138,1.4921661881391841,-0.06295678317993662
0.5886154518930788,-0.5478496314498664,-1.230410023410127,-1.454048388810722,0.5874658303381377,-0.8480428945097649,1.4872249809867621,-0.33369907949240774,-1.939953793060524,-0.053108370658980816,0.43547888411652186,0.03089445128118156
1.0786770759506303,-0.5738200286342076,-1.7803227782480362,0.096719905598737,0.43925663137941356,-0.6262139003047213,2.101939486207748,-0.3677584025508656,-2.044346761407485,2.4484333452980493,-0.37014732625222446,-2.587769406574041
0.7777571027168941,-1.093283913263319,-0.8650565446068891,-1.7566549640090066,0.9341860032819655,0.31993385989920875,1.936330355147414,-0.36691633907654647,-1.757191013835081,-2.42816837776444,0.47479060117518496,1.949906339436301
0.9665352813503757,-1.0510561465257358,-1.0627535077385106,1.4816819301746442,-0.07357908834942666,0.03739708872574229,1.511888386612694,-0.2319957772140822,-1.962076064219546,0.4659014003664558,0.6018130426559466,-0.5514017372594082
0.3339849049957197,-0.6496021331341986,-1.080850541126784,-0.12303960961594271,0.7889799856458444,-0.22071426879029699,1.721212204497975,-0.7684397393028589,-1.2358937462399489,0.5966711381723413,0.02980283508601212,-0.49635268554407536
