mb1,mb2,mb3,mb4,mb5,mb6
0.22983014229888024,-0.23176347672237327,-0.38496301539144,0.49087788437060065,-0.1972462090170948,-0.06062187183530643
-0.13429015019937487,-0.13564494583311332,-0.3850813823249436,-0.2610972672720141,-0.1194194456629609,0.47842300530486864
0.1088047412826012,-0.23420489060139618,-0.45692521299818634,0.17680263346758998,0.14669540467124062,-0.04992192729147006
0.23489520514034423,-0.30819604406986784,-0.4550360090246584,0.09487874468030451,-0.011576062674927834,-0.3457536835735909
0.5746257576446442,-0.2556403079253433,-1.0262925786560402,0.5075173741489165,-0.20655027151151195,-0.49387709029525956
0.220717156329917,-0.34264294938273687,-0.5758010916965012,-0.1905668642083435,0.18552068255192875,-0.54186850837101
0.45399582524025417,-0.12109431976668401,-0.909993858698389,0.5848680863194764,-0.010410413787436672,0.057654752522243814
0.4536449633949923,-0.5845593379794667,-0.5109391166940428,0.16037610969376626,0.14823174044667603,0.1292646936732674
0.3479660552163361,-0.21264308524550676,-0.49228306459234683,-0.8406367245596605,1.00128859714752,-0.11549891400000054
-0.2387195151051388,-0.1908875744780586,-0.768691578120178,0.2545513404497343,-0.2522442044111447,0.6676650279834937
-1.0621415668217988,-0.24528851110384076,-1.5417296719287008,0.2071613144388712,-0.13924093011875854,0.31536172658180706
0.10089441160538684,-0.042551775973776775,-0.8767028776889606,0.14157668176100172,0.3526631986477163,-0.3255446820188603
0.2767935581905331,-0.2577246372098766,-0.5792533087588772,-0.6842365989790462,0.27659505980577526,-0.3990503139887833
0.4854899892201691,-0.4057605922894333,-1.081785865006978,-0.40069384607030806,0.4388508880618765,-0.013085801088703327
0.3682500939144567,-0.5177518840871207,-0.4099602654228779,-0.8321139213572413,0.44264774611550395,0.15155036772274855
0.42265797350781353,-0.45976355481381925,-0.4651260468371916,0.6482636619737614,-0.032095981222233325,0.01642073811547335
-0.14369154324734662,-0.288376733505624,-0.5303334418351804,-0.18331122240582287,0.5331362515745804,-0.15208628191152654
0.20315894489788489,-0.26124479314173343,-0.4971162766462647,-0.3815358152874568,0.40067676645262534,-0.10937967496274732
0.08085580505745962,-0.40202950954364963,-0.5049693767134075,0.6117406476874743,0.13329592247165453,0.3534179920499183
0.13433934527144428,-0.3658136661471358,-0.43810805699732547,-0.024846262180689315,-0.2667673754687466,0.5560628970135243
0.3796651581306773,-0.5574800804547101,-0.51091622554471,-0.745265722206891,0.06772108032686226,-0.41223543437615273
0.2122880222749126,-0.38731299366064653,-0.6662188851941382,-0.30881766087656093,-0.08703327227705417,-0.12550314828857392
-0.02773438796149169,-0.321105133891885,-0.5859437614479837,-0.229345507660019,0.8435459741921495,-0.3326712713176813
0.2825109760818688,-0.3802645412042271,-0.569329780147867,0.15618203073737386,-0.11204433114369781,0.336466575352458
0.06266677692935517,-0.220347192645674,-0.49279873304738137,0.5300124833710008,0.2951068170596612,-0.15312523326208782
0.36128849708811744,-0.26228363019828066,-0.7159005009529833,0.2175519195748557,-0.07744603382611563,-0.39964170720555237
0.24913329396844183,-0.3601948547808369,-0.5477000667541165,-0.17709463078913162,0.19169956410246447,0.2546046128145464
0.13347157168559814,-0.1511284640371484,-0.5198309815740952,-0.3082530884943528,0.016377890646637784,0.3819566164151468
0.5471149649304743,-0.7046668668409046,-0.9230204376590949,-0.2685788230117829,-0.024392277684897927,-0.7167219058015866
0.2766114412390556,-0.4146604740060959,-0.7163244027309079,0.2546407870911176,0.692658521274622,-0.06695551109481694
0.29944769670842375,-0.37628345644746386,-0.510507259643459,0.1573263889998498,0.035417321342647426,-0.15399233066017712
-0.05967919925209483,-0.48046756338192614,-0.7116182032846412,0.02576248886097359,0.5625385402381884,-0.23553499444835713
0.21954174288193692,-0.2547984754878317,-0.5551129771432609,-0.03115143840067054,-0.035550127964262435,0.41979922329863983
0.15446133624514935,-0.3486319253115494,-0.6704407243093304,0.2327567758701747,0.46225870173137534,0.5568222810649635
0.3102369631881426,-0.24188458077104275,-0.5577220377833864,0.477104160174775,0.04627777940689307,-0.789234202783724
0.4815355756419827,-0.42359940401108737,-0.8313108527096849,0.1884881555974777,-0.12186496866798131,-0.5280898022334433
0.2347672585735134,-0.2513932522649559,-0.578851779775168,-0.0378661716297904,0.24159126606105785,-0.16455210467770842
0.4664962178514456,-0.645832505707455,-1.2112313367918903,0.06403597137096474,0.5471419559335777,-0.45583552406174505
0.30113487653810744,-0.30095892189497736,-0.6259248917911698,-0.021272762919088316,-0.2466445500448423,-0.27009231312332266
0.3578276605479412,-0.13275744455819585,-0.7355687589061691,0.5171322014450891,-0.16503616195735898,0.20417968725183014
-0.009466795594897704,-0.23353586790094888,-0.5288799420232672,-0.2568530046909529,0.6062060604912597,0.0538536482437725
0.39961526357003846,-0.5094353142758935,-0.526948356655534,-0.07870927949839622,0.4452991513343255,0.15495350071521177
0.3329404990686467,-0.20872884330624947,-0.8691944767199846,0.42932167881843303,-0.03101976224813384,-0.4969218851529403
0.14399513105976758,-0.5165417541485612,-0.2957484272707547,-0.14484232872892752,-0.14100597263137218,0.4451435221370157
0.3085003016836752,-0.2922000750323134,-0.6021182675069002,0.290152232568508,-0.08943456753051825,0.18799950577781144
