s1,s2,s3,s4,s5,s6,g1,g2,g3,g4,g5,g6
-0.0004247404569435176,0.0002072602293576864,-0.00031080829127283494,-1.6899425403060775e-05,0.00029711616168270893,9.955533748495782e-05,1.1872308125426434,-0.5082704461095179,-1.5466456921059173,-1.1919454307579074,-0.4092687781533416,1.5455151828667026
-0.00032812156053907415,0.00023570868264677358,-0.00033221234219649176,2.3086381296444358e-05,0.0003145451286208356,-1.9414222499847256e-05,1.5531354055969395,-0.5586411005867727,-1.6770310149545002,-1.9079497119492745,-0.031166392651079972,2.1678658474553725
-0.0002976619940300296,0.00021633546067345577,-0.00039017894291859534,-2.2459423307807924e-05,0.00017321429069028227,0.00014482388821779324,1.5715410151004479,-0.4623285603717558,-1.7389756306020627,0.06891909814691245,0.24858109826194752,0.02740537648878861
-0.0003615880313327935,0.0002627870824563061,-0.0004549180401554054,-1.801790716804419e-05,0.0002854486435781567,5.057904739835806e-05,1.3325879066354713,-0.6541151857676615,-1.466830771686123,1.0467289871091154,0.5225766341418715,-0.8682472113440233
-0.0003973090117748157,0.00020481323540888496,-0.0004675854883959829,7.322003283594114e-05,0.0002309109050813163,-3.4990684154578844e-05,2.584280485583152,0.3222899760887921,-3.087259755340888,1.6795402945140505,-1.110828009929957,-3.0738387324571086
-0.0003064613184395881,0.0002517852221846084,-0.00043825918873530156,-3.351474436552593e-05,0.0002832323904753409,3.9706994650501315e-05,1.0335652708585377,-0.33510328560004066,-1.8691529819353871,1.7195921273785608,0.8150586248688017,-1.1961563451723047
-0.00037441059147624856,0.00021525156116020128,-0.00041939324015949353,0.0001213635820009884,0.0003389426523101591,0.00012350976683972448,1.7898315264108473,-0.3975307001654926,-2.1111237663373816,-0.0619866907935454,1.009324255381382,-0.21963990423575042
-0.0003439811310270713,0.00020477291220455385,-0.0004214527075747654,0.0001420159439495805,0.00019910917980148213,0.00012179001511913867,1.9965687267725165,-0.5405908724488158,-1.8665568281091336,-0.9043249031806329,0.7470887025445905,0.645400115199866
-0.0004083481008576584,0.00010291389296313014,-0.0002957578641868963,0.000146661177188534,0.0003381716300765447,3.6774078679968625e-05,1.6429001258431608,-0.3704785310258469,-1.8733595143111614,-0.5865258215867873,0.3303585789656314,0.25492375637572123
-0.00041336332607144755,0.00011069960639620291,-0.0004322235914173689,2.5785538103839656e-05,0.0001505379566451026,6.70148813028959e-05,1.0290905808861555,-0.3931089543127862,-2.076533121312893,-2.2401618157080176,-0.3879457875774609,2.292267637511227
-0.0003809581363825032,0.0001189662767941968,-0.0003109012228357244,4.300447587457512e-05,0.00020485708754680587,6.847300775092435e-05,1.2406290010249998,0.27232017384803503,-3.1096079947770576,-2.896328707286748,-0.6740393535232801,2.9304249305990155
-0.00041501704631130565,0.00016009947091610854,-0.00039751471578508557,1.9614021446123786e-05,0.00033010795249488467,-1.009936436169312e-05,1.3112160462832427,0.12767707647143936,-3.109659896249442,0.2508282148803138,1.4921661881391841,-0.06295678317993662
-0.00038145843395209766,0.00016424655900326712,-0.00044734017998848685,4.054753799920263e-05,0.00026548599923081895,5.420202986705647e-05,1.4872249809867621,-0.33369907949240774,-1.939953793060524,-0.053108370658980816,0.43547888411652186,0.03089445128118156
-0.000402595262277039,0.0002672793580842381,-0.00044367652577381733,7.903227963446113e-05,0.0001742069937744617,4.68814433949305e-05,2.101939486207748,-0.3677584025508656,-2.044346761407485,2.4484333452980493,-0.37014732625222446,-2.587769406574041
