filename,sa,sb,sc,sd,se,sf,m8a,m8b,m8c,m8d,m8e,m8f,m4a,m4b,m4c,m4d,m4e,m4f,m9a,m9b,m9c,m9d,m9e,m9f,m2a,m2b,m2c,m2d,m2e,m2f,m10a,m10b,m10c,m10d,m10e,m10f,m5a,m5b,m5c,m5d,m5e,m5f,m11a,m11b,m11c,m11d,m11e,m11f,m1a,m1b,m1c,m1d,m1e,m1f,m12a,m12b,m12c,m12d,m12e,m12f,m6a,m6b,m6c,m6d,m6e,m6f,m13a,m13b,m13c,m13d,m13e,m13f,m3a,m3b,m3c,m3d,m3e,m3f,m14a,m14b,m14c,m14d,m14e,m14f,m7a,m7b,m7c,m7d,m7e,m7f,m15a,m15b,m15c,m15d,m15e,m15f,ga,gb,gc,gd,ge,gf
path_426.txt,0.30874923127048604,-0.05394974179483558,-0.4766213069188501,0.000673036473352262,0.537747606305329,-0.12097145901456052,0.16624359498861413,-0.09156471599981708,-0.5370095510696948,0.005259091768348291,0.5258679739048471,-0.14815116528695685,0.023737958706742224,-0.12917969020479858,-0.5973977952205396,0.00984514706334432,0.5139883415043651,-0.17533087155935317,-0.11876767757512963,-0.16679466440978008,-0.6577860393713844,0.01443120235834035,0.5021087091038833,-0.20251057783174953,-0.2612733138570016,-0.20440963861476158,-0.7181742835222292,0.019017257653336377,0.4902290767034013,-0.22969028410414585,-0.40377895013887344,-0.24202461281974308,-0.778562527673074,0.023603312948332407,0.47834944430291937,-0.2568699903765422,-0.5462845864207453,-0.2796395870247246,-0.8389507718239188,0.028189368243328437,0.4664698119024374,-0.28404969664893853,-0.6887902227026171,-0.3172545612297061,-0.8993390159747635,0.032775423538324466,0.4545901795019555,-0.31122940292133483,-0.8312958589844892,-0.3548695354346876,-0.9597272601256084,0.03736147883332049,0.44271054710147356,-0.3384091091937312,-1.116307131548233,-0.4300994838446506,-1.080503748427298,0.04653358942331255,0.4189512823005097,-0.39276852173852383,-1.225293470423332,-0.3843822450644251,-1.017120300653596,0.03945002344325288,0.468523985616632,-0.36013417471100234,-1.334279809298431,-0.3386650062841996,-0.953736852879894,0.03236645746319321,0.5180966889327543,-0.32749982768348085,-1.44326614817353,-0.2929477675039741,-0.8903534051061921,0.02528289148313353,0.5676693922488767,-0.29486548065595936,-1.552252487048629,-0.24723052872374862,-0.82696995733249,0.01819932550307386,0.617242095564999,-0.26223113362843786,-1.661238825923728,-0.20151328994352313,-0.7635865095587882,0.011115759523014183,0.6668147988811213,-0.2295967866009163,-1.770225164798827,-0.15579605116329764,-0.7002030617850862,0.004032193542954511,0.7163875021972437,-0.19696243957339485,-1.879211503673926,-0.11007881238307216,-0.6368196140113842,-0.0030513724371051608,0.765960205513366,-0.16432809254587333
path_1640.txt,0.04061589580852054,-0.11331082509588164,-0.39536997171008803,0.001064050456758281,0.8019057043215918,-0.17476388612769078,-0.07436582106748005,-0.17755617417078592,-0.4526936657395102,0.009380051582714561,0.8067534577213878,-0.12659755167405382,-0.18934753794348064,-0.2418015232456902,-0.5100173597689324,0.01769605270867084,0.811601211121184,-0.07843121722041684,-0.30432925481948125,-0.3060468723205945,-0.5673410537983545,0.026012053834627125,0.81644896452098,-0.030264882766779855,-0.44590224394665234,-0.35288138401586117,-0.6122840906855972,0.03169679298055479,0.8252489552292922,0.0018531216036601836,-0.5874752330738234,-0.39971589571112787,-0.65722712757284,0.03738153212648245,0.8340489459376044,0.03397112597410022,-0.7290482222009945,-0.4465504074063945,-0.7021701644600826,0.04306627127241012,0.8428489366459165,0.06608913034454025,-0.8706212113281656,-0.49338491910166116,-0.7471132013473254,0.04875101041833778,0.8516489273542288,0.0982071347149803,-1.0121942004553368,-0.5402194307969279,-0.792056238234568,0.054435749564265445,0.860448918062541,0.13032513908542034,-1.295340178709679,-0.6338884541874612,-0.8819423120090535,0.06580522785612078,0.8780488994791653,0.1945611478263004,-1.3668741058133693,-0.5684470055373244,-0.8338556728073442,0.05610097190456646,0.8903131742336784,0.1357144249607055,-1.4384080329170594,-0.5030055568871876,-0.785769033605635,0.046396715953012146,0.9025774489881914,0.07686770209511057,-1.5099419600207498,-0.43756410823705083,-0.7376823944039257,0.03669246000145783,0.9148417237427044,0.01802097922951565,-1.58147588712444,-0.37212265958691404,-0.6895957552022164,0.026988204049903514,0.9271059984972175,-0.04082574363607927,-1.6530098142281302,-0.30668121093677725,-0.6415091160005071,0.017283948098349197,0.9393702732517306,-0.09967246650167422,-1.7245437413318205,-0.24123976228664046,-0.5934224767987979,0.007579692146794881,0.9516345480062436,-0.1585191893672691,-1.7960776684355109,-0.1757983136365037,-0.5453358375970886,-0.002124563804759429,0.9638988227607567,-0.21736591223286403
path_7342.txt,0.11400859725089063,-0.12131747115147906,-0.33292473651493903,0.0016627655831502608,0.7523208293063721,0.10130536813771851,0.007499359122975946,-0.15265632146246227,-0.3816767828644744,0.03372347398171019,0.7036108128406049,0.08272923168691994,-0.20551911713285342,-0.2153340220844287,-0.47918087556354505,0.09784489077883005,0.6061907799090704,0.04557695878532278,-0.3120283552607681,-0.24667287239541189,-0.5279329219130804,0.12990559917738997,0.5574807634433032,0.027000822334524208,-0.4185375933886828,-0.27801172270639507,-0.5766849682626157,0.1619663075759499,0.508770746977536,0.008424685883725622,-0.5250468315165975,-0.30935057301737834,-0.6254370146121511,0.19402701597450983,0.46006073051176877,-0.01015145056707295,-0.7380653077724268,-0.3720282736393447,-0.7229411073112216,0.2581484327716297,0.3626406975802343,-0.047303723468670095,-0.8445745459003415,-0.4033671239503279,-0.771693153660757,0.2902091411701896,0.3139306811144671,-0.06587985991946868,-0.9510837840282562,-0.43470597426131113,-0.8204452000102924,0.32226984956874954,0.26522066464869987,-0.08445599637026727,-1.1641022602840856,-0.49738367488327756,-0.917949292709363,0.3863912663658694,0.16780063171716544,-0.12160826927186441,-1.2252698656625127,-0.4628921338531434,-0.8646379521171824,0.34328475576003004,0.2588269826186163,-0.1456615542083632,-1.2864374710409399,-0.4284005928230092,-0.8113266115250019,0.3001782451541907,0.34985333352006714,-0.16971483914486196,-1.4087726817977941,-0.35941751076274076,-0.7047039303406407,0.21396522394251205,0.5319060353229689,-0.2178214090178595,-1.4699402871762213,-0.32492596973260657,-0.6513925897484601,0.17085871333667269,0.6229323862244197,-0.2418746939543583,-1.5311078925546484,-0.2904344287024724,-0.5980812491562796,0.12775220273083338,0.7139587371258704,-0.26592797889085706,-1.5922754979330758,-0.2559428876723382,-0.544769908564099,0.08464569212499401,0.8049850880273214,-0.28998126382735584,-1.71461070868993,-0.18695980561206982,-0.4381472273797379,-0.0015673290866846479,0.9870377898302231,-0.3380878337003534
path_1138.txt,0.20507868126358542,-0.04335366209357794,-0.48590674208849904,0.0015216259096186846,0.5564271133110372,0.04246220350933161,0.05790950433661707,-0.09869556645444,-0.5070287712423664,-0.014150699479542034,0.578230648119489,0.0217351690815878,-0.08925967259035128,-0.15403747081530206,-0.5281508003962339,-0.029823024868702752,0.6000341829279408,0.0010081346538439936,-0.23642884951731957,-0.2093793751761641,-0.5492728295501011,-0.04549535025786347,0.6218377177363926,-0.01971889977389981,-0.383598026444288,-0.2647212795370262,-0.5703948587039686,-0.06116767564702419,0.6436412525448444,-0.04044593420164362,-0.5307672033712563,-0.3200631838978882,-0.591516887857836,-0.07684000103618491,0.6654447873532962,-0.061172968629387425,-0.6779363802982246,-0.37540508825875024,-0.6126389170117034,-0.09251232642534563,0.6872483221617479,-0.08190000305713123,-0.8251055572251929,-0.43074699261961225,-0.6337609461655707,-0.10818465181450633,0.7090518569701997,-0.10262703748487503,-0.9722747341521614,-0.48608889698047436,-0.6548829753194381,-0.12385697720366706,0.7308553917786516,-0.12335407191261885,-1.266613088006098,-0.5967727057021984,-0.6971270336271729,-0.1552016279819885,0.7744624613955551,-0.16480814076810646,-1.3676377087979708,-0.539240046577424,-0.6806887141993895,-0.13336486989261898,0.8050754572584118,-0.12711049741323396,-1.4686623295898436,-0.48170738745264957,-0.6642503947716062,-0.11152811180324942,0.8356884531212686,-0.08941285405836147,-1.5696869503817166,-0.4241747283278751,-0.6478120753438228,-0.08969135371387989,0.8663014489841253,-0.05171521070348897,-1.6707115711735894,-0.3666420692031007,-0.6313737559160395,-0.06785459562451035,0.896914444846982,-0.014017567348616478,-1.7717361919654624,-0.3091094100783262,-0.6149354364882561,-0.0460178375351408,0.9275274407098388,0.023680076006256046,-1.8727608127573352,-0.2515767509535518,-0.5984971170604728,-0.024181079445771275,0.9581404365726955,0.06137771936112851,-1.973785433549208,-0.19404409182877733,-0.5820587976326894,-0.0023443213564017223,0.9887534324355522,0.09907536271600101
path_6725.txt,0.3214434241530739,-0.09376878781204567,-0.32363368441816576,-0.00017241365965148248,0.8336482919421089,0.055825657078479196,0.20074797768306918,-0.09611052487391418,-0.374488525507594,0.025148289579629723,0.7908942625476908,0.08205370267487591,-0.040642915256940304,-0.1007939989976512,-0.4761982076864505,0.07578969605819214,0.7053862037588545,0.13450979386766934,-0.16133836172694505,-0.1031357360595197,-0.5270530487758787,0.10111039929747334,0.6626321743644364,0.16073783946406606,-0.2820338081969498,-0.10547747312138821,-0.577907889865307,0.12643110253675455,0.6198781449700183,0.18696588506046277,-0.5199111479472868,-0.15916770805828928,-0.6579579103361843,0.21883999638549811,0.5960382769501696,0.20273576686141478,-0.637093041227619,-0.21051620593332188,-0.6871530897176334,0.2859281869949605,0.614952438324739,0.19227760306597008,-0.7542749345079514,-0.26186470380835447,-0.7163482690990826,0.3530163776044229,0.6338665996993085,0.18181943927052538,-0.9886387210686159,-0.36456169955841966,-0.7747386278619808,0.48719275882334767,0.6716949224484473,0.16090311167963597,-1.1058206143489482,-0.41591019743345214,-0.8039338072434299,0.55428094943281,0.6906090838230168,0.15044494788419127,-1.3366457863406436,-0.3038237766436856,-0.7894213557564291,0.40776728656397854,0.6526474287780626,0.1637117100070198,-1.452058372336491,-0.24778056624880235,-0.7821651300129289,0.3345104551295629,0.6336666012555856,0.17034509106843407,-1.5674709583323387,-0.19173735585391904,-0.7749089042694285,0.2612536236951471,0.6146857737331085,0.17697847212984835,-1.708340039584652,-0.13675870483697408,-0.7031330730375347,0.14968956697998526,0.6753757970690852,0.13132039981687388,-1.7337965348411175,-0.13782326421491234,-0.6386134675491412,0.11138234169923913,0.7550466479275392,0.07902894644248516,-1.7592530300975828,-0.13888782359285057,-0.5740938620607478,0.07307511641849304,0.834717498785993,0.026737493068096446,-1.810166020610514,-0.14101694234872708,-0.4450546510839608,-0.003539334142999207,0.9940592005029008,-0.07784541368068096
path_9564.txt,0.13187231385652254,-0.13115533599450302,-0.4217521909811879,0.0002106639722576631,0.4475139248793818,-0.004387984362278274,-0.041246233315730074,-0.20301426177541756,-0.44940097622306663,0.006939572323023596,0.4436019527414461,0.018294031222172526,-0.2143647804879827,-0.2748731875563321,-0.4770497614649453,0.01366848067378953,0.43968998060351033,0.040976046806623326,-0.3874833276602353,-0.3467321133372467,-0.5046985467068241,0.020397389024555464,0.43577800846557463,0.06365806239107413,-0.5606018748324879,-0.4185910391181612,-0.5323473319487028,0.027126297375321396,0.4318660363276389,0.08634007797552493,-0.7337204220047405,-0.49044996489907583,-0.5599961171905815,0.033855205726087335,0.42795406418970316,0.10902209355997575,-0.9068389691769931,-0.5623088906799903,-0.5876449024324603,0.040584114076853264,0.42404209205176746,0.13170410914442654,-1.0882509673822924,-0.5811128153012888,-0.5987606169195547,0.04180481737202696,0.46426460834024824,0.11255554566421001,-1.2696629655875915,-0.5999167399225872,-0.6098763314066493,0.043025520667200653,0.504487124628729,0.09340698218399349,-1.4510749637928906,-0.6187206645438857,-0.6209920458937438,0.04424622396237434,0.5447096409172097,0.07425841870377696,-1.63248696199819,-0.6375245891651842,-0.6321077603808384,0.045466927257548036,0.5849321572056906,0.05510985522356043,-1.8138989602034892,-0.6563285137864826,-0.6432234748679329,0.04668763055272173,0.6251546734941713,0.03596129174334391,-1.7955782770231046,-0.5624908621399576,-0.6130411105673471,0.037076249762996505,0.6932178771591744,-0.03194426856520796,-1.77725759384272,-0.46865321049343245,-0.5828587462667613,0.027464868973271286,0.7612810808241776,-0.09984982887375983,-1.7589369106623354,-0.3748155588469074,-0.5526763819661755,0.017853488183546068,0.8293442844891806,-0.16775538918231164,-1.7406162274819508,-0.2809779072003823,-0.5224940176655897,0.008242107393820843,0.8974074881541838,-0.23566094949086358,-1.7222955443015662,-0.18714025555385727,-0.49231165336500393,-0.0013692733959043794,0.9654706918191869,-0.3035665097994154
path_2835.txt,0.20276676117942039,-0.13152242820931725,-0.503687111184977,0.0006252049929278414,0.4812858270479845,0.20969057451150164,0.09342574004989941,-0.18680837717646911,-0.5178440270889799,0.05249362371474817,0.4622673007036092,0.1988479817766916,-0.015915281079621563,-0.24209432614362097,-0.5320009429929828,0.10436204243656849,0.443248774359234,0.18800538904188158,-0.12525630220914252,-0.2973802751107728,-0.5461578588969856,0.15623046115838882,0.42423024801485876,0.17716279630707155,-0.2345973233386635,-0.3526662240779247,-0.5603147748009886,0.20809887988020914,0.40521172167048347,0.16632020357226152,-0.4365062471145648,-0.384460444377097,-0.57803898033937,0.23376673893434535,0.4228088061842197,0.16530722894434036,-0.6384151708904662,-0.4162546646762693,-0.5957631858777513,0.25943459798848156,0.4404058906979559,0.1642942543164192,-0.8403240946663675,-0.4480488849754416,-0.6134873914161327,0.2851024570426178,0.4580029752116921,0.16328127968849804,-1.0422330184422688,-0.47984310527461393,-0.6312115969545141,0.310770316096754,0.4756000597254283,0.16226830506057688,-1.24414194221817,-0.5116373255737863,-0.6489358024928955,0.33643817515089025,0.4931971442391645,0.16125533043265572,-1.4460508659940714,-0.5434315458729585,-0.6666600080312769,0.3621060342050264,0.5107942287529007,0.16024235580473456,-1.6479597897699727,-0.5752257661721308,-0.6843842135696583,0.38777389325916267,0.5283913132666369,0.1592293811768134,-1.6775890802988278,-0.497756359945551,-0.6771496107818021,0.30962097416691736,0.5925680570125663,0.18129088129398602,-1.7072183708276831,-0.4202869537189712,-0.669915007993946,0.23146805507467205,0.6567448007584957,0.2033523814111586,-1.7368476613565382,-0.3428175474923914,-0.6626804052060897,0.1533151359824268,0.720921544504425,0.2254138815283312,-1.7664769518853936,-0.2653481412658115,-0.6554458024182336,0.07516221689018143,0.7850982882503545,0.2474753816455038,-1.7961062424142487,-0.18787873503923175,-0.6482111996303774,-0.002990702202063832,0.8492750319962838,0.26953688176267643
path_3708.txt,0.019131904638993724,-0.05937077901228083,-0.32615875935966443,0.0003995791630559964,0.5160497727723063,0.1981096151876658,-0.04934092402499121,-0.11323645753326472,-0.4109799573530527,0.005433463835764888,0.4772817707033799,0.2512317520601138,-0.22165818782651564,-0.15215845083474638,-0.4784947155230223,0.0083879347619087,0.49393063883622973,0.2522715413232079,-0.39397545162804004,-0.19108044413622804,-0.5460094736929919,0.011342405688052512,0.5105795069690796,0.253311330586302,-0.5662927154295645,-0.2300024374377097,-0.6135242318629615,0.014296876614196326,0.5272283751019294,0.2543511198493961,-0.738609979231089,-0.26892443073919137,-0.681038990032931,0.017251347540340137,0.5438772432347793,0.2553909091124903,-0.9109272430326134,-0.30784642404067303,-0.7485537482029007,0.02020581846648395,0.5605261113676291,0.2564306983755844,-1.0832445068341376,-0.3467684173421547,-0.8160685063728703,0.02316028939262776,0.5771749795004789,0.2574704876386785,-1.255561770635662,-0.38569041064363635,-0.8835832645428399,0.026114760318771572,0.5938238476333287,0.25851027690177264,-1.3235820251599,-0.3536057139093557,-0.838573984436095,0.022511497593707224,0.6564746464381671,0.19379030300267697,-1.3916022796841379,-0.3215210171750751,-0.7935647043293501,0.018908234868642876,0.7191254452430055,0.1290703291035813,-1.4596225342083757,-0.2894363204407945,-0.7485554242226052,0.015304972143578531,0.7817762440478437,0.06435035520448562,-1.5276427887326136,-0.2573516237065138,-0.7035461441158604,0.011701709418514183,0.8444270428526821,-0.00036961869461005215,-1.5956630432568515,-0.2252669269722332,-0.6585368640091155,0.008098446693449834,0.9070778416575205,-0.06508959259370573,-1.6636832977810894,-0.19318223023795256,-0.6135275839023706,0.00449518396838549,0.9697286404623588,-0.1298095664928014,-1.7317035523053272,-0.16109753350367192,-0.5685183037956257,0.0008919212433211414,1.0323794392671972,-0.19452954039189707,-1.7997238068295651,-0.1290128367693913,-0.5235090236888809,-0.0027113414817432073,1.0950302380720356,-0.2592495142909928
path_9043.txt,0.14507461823627565,-0.11494627418071435,-0.4752451988291204,0.0008380705469610561,0.5222772434632246,0.11680366581062085,0.005656365551958753,-0.15996050513601362,-0.5166442067310393,0.0007378579364241383,0.5018443008440906,0.14735328859997504,-0.13376188713235815,-0.20497473609131292,-0.5580432146329583,0.0006376453258872206,0.4814113582249566,0.17790291138932926,-0.273180139816675,-0.2499889670466122,-0.5994422225348771,0.0005374327153503029,0.46097841560582264,0.20845253417868345,-0.41259839250099195,-0.2950031980019115,-0.6408412304367961,0.000437220104813385,0.4405454729866886,0.23900215696803767,-0.5520166451853088,-0.34001742895721077,-0.6822402383387149,0.0003370074942764672,0.42011253036755464,0.26955177975739186,-0.732682348342997,-0.3384749614253825,-0.6716214509728864,0.00010300628368160351,0.47256818182983834,0.2172105498708637,-0.9133480515006851,-0.33693249389355434,-0.661002663607058,-0.00013099492691326018,0.5250238332921221,0.16486931998433552,-1.094013754658373,-0.3353900263617261,-0.6503838762412294,-0.0003649961375081238,0.5774794847544058,0.11252809009780734,-1.2746794578160614,-0.3338475588298979,-0.639765088875401,-0.0005989973481029876,0.6299351362166895,0.06018686021127917,-1.4553451609737493,-0.3323050912980697,-0.6291463015095724,-0.0008329985586978512,0.6823907876789732,0.007845630324750996,-1.5343292679552598,-0.30023535661194173,-0.5908058339295872,-0.0009899065386485965,0.746712836633914,-0.0632405523589078,-1.61331337493677,-0.26816562192581384,-0.5524653663496021,-0.0011468145185993418,0.8110348855888547,-0.1343267350425666,-1.6922974819182806,-0.2360958872396859,-0.514124898769617,-0.001303722498550087,0.8753569345437955,-0.2054129177262254,-1.7712815888997908,-0.20402615255355794,-0.47578443118963176,-0.0014606304785008324,0.9396789834987362,-0.2764991004098842,-1.8502656958813013,-0.17195641786743,-0.4374439636096466,-0.0016175384584515777,1.004001032453677,-0.34758528309354303,-1.9292498028628118,-0.13988668318130207,-0.39910349602966144,-0.001774446438402323,1.0683230814086178,-0.4186714657772018
path_7138.txt,0.32601210502396416,-0.08539322242266945,-0.35130997261664465,0.0010983857407476094,0.4978761993010661,-0.05549293935472743,0.17799441049294334,-0.14288266944317946,-0.3977433288092613,-0.025591765399163566,0.48580357405072794,-0.03872822442692242,0.02997671596192253,-0.20037211646368946,-0.4441766850018779,-0.05228191653907474,0.4737309488003898,-0.021963509499117406,-0.11804097856909823,-0.2578615634841994,-0.4906100411944945,-0.0789720676789859,0.46165832355005165,-0.005198794571312393,-0.2660586731001191,-0.3153510105047095,-0.5370433973871112,-0.10566221881889709,0.4495856982997135,0.01156592035649262,-0.5620940621621606,-0.43032990454572945,-0.6299101097723443,-0.1590425210987194,0.4254404477990372,0.04509535021210265,-0.7101117566931814,-0.4878193515662394,-0.676343465964961,-0.18573267223863058,0.4133678225486991,0.06186006513990765,-0.8581294512242024,-0.5453087985867495,-0.7227768221575777,-0.2124228233785418,0.40129519729836094,0.07862478006771267,-1.0061471457552231,-0.6027982456072595,-0.7692101783501941,-0.23911297451845295,0.3892225720480228,0.09538949499551769,-1.1541648402862439,-0.6602876926277694,-0.8156435345428108,-0.2658031256583641,0.37714994679768465,0.1121542099233227,-1.245915917708561,-0.597707842964024,-0.7664186053442881,-0.23294116516416627,0.4005335165036864,0.08701149426969539,-1.3376669951308782,-0.5351279933002786,-0.7171936761457652,-0.20007920466996842,0.42391708620968815,0.06186877861606807,-1.4294180725531953,-0.47254814363653314,-0.6679687469472424,-0.16721724417577058,0.44730065591568985,0.036726062962440756,-1.6129202273978296,-0.3473884443090423,-0.5695188885501969,-0.10149332318737489,0.49406779532769335,-0.01355936834481386,-1.7046713048201467,-0.28480859464529684,-0.5202939593516741,-0.06863136269317704,0.517451365033695,-0.03870208399844119,-1.7964223822424639,-0.22222874498155143,-0.4710690301531513,-0.0357694021989792,0.5408349347396968,-0.06384479965206852,-1.888173459664781,-0.15964889531780602,-0.42184410095462854,-0.0029074417047813524,0.5642185044456985,-0.08898751530569582
