ma1,ma2,ma3,ma4,ma5,ma6,g1,g2,g3,g4,g5,g6
-0.9971344225966324,-0.7856898339154668,-0.5028815470765757,0.256037752828927,0.5650329838321958,-0.22324683803427708,-1.9079063056904495,-0.2550024909928254,-0.6243172086017406,-0.0036191431054671984,0.8831934694859142,-1.9020996985414693
-1.2847276106113186,-0.4172892728218169,-0.8262645536807727,0.7086938693344635,1.1409610946993776,-0.16476769426309565,-1.855804003173709,-0.1640297502321759,-0.46557150332901825,-0.003599133317250885,0.6334084827743026,-1.8496597882370707
-0.9865065588927858,-0.7149068064919063,-0.5204903575317221,-0.5455786191474294,0.5523409492676248,-0.6946327152383327,-1.8645289592351721,-0.22849311195415176,-0.5725083893398956,-0.0033020421459579842,0.8048787854215077,-1.8591057985243131
-1.0517301889523956,-0.7622307955422327,-0.5716955736998433,0.35903683912345097,0.8194573564704102,-1.0152831260925077,-1.6646009790962946,-0.3696240703621868,-0.27174420092750223,-0.0027100143549268745,0.6456127812930486,-1.6593475440317762
-1.0043877086841184,-0.6014868575187386,-0.7817539856260142,0.4649048505683126,0.8527163659462504,-0.8221402733105707,-1.6545594926011387,-0.24349336652382936,-0.4879031461105285,-0.0023403744846828946,0.7355892001982749,-1.6496904249259317
-0.6916587482507546,-0.9362144523936655,-0.5248759895465247,-0.19248072200021926,0.8233495114202938,-0.13553258575610977,-1.5750647786951983,-0.4415276464452213,-0.39253416185246115,-0.0017142767270828087,0.8383143858321933,-1.5706956908327316
-1.1728008807364263,-0.8436745468521767,-0.4965498532333859,-0.06600514138070329,0.6297313381119987,-1.3346888444818648,-1.8525601573732773,-0.5912124953649541,-0.4553694192173443,-0.002820792801559989,1.0502636625882864,-1.848039556070855
-0.7679867306470014,-0.9659759470036942,-0.34642111561111033,0.8696993636013701,0.16478532189326903,-1.3363621244799446,-1.9670046920740283,-0.012941677628938934,-0.40706523686209684,-0.006616328611961001,0.42360889454106276,-1.9576826535155678
-0.5267072482538866,-0.35263747875226076,-1.0677029763112313,-0.5511957973426651,1.5653534427000328,-0.6017423542086513,-1.7965972465019082,-0.36697594759901425,-0.23106328778552998,-0.0038614561958701292,0.6016114889843566,-1.7902910756212194
-0.9588586884451277,-0.8120328833195811,-0.3973478339665653,0.37498044508971684,0.3685878074609923,-0.7711181918696846,-1.841306976072651,-0.13628118898034233,-0.44561506026066766,-0.0038574235221858363,0.5854759564884188,-1.8349464180489106
-0.7375257145879399,-0.5444108141982456,-0.7597947466013472,-0.3693430145441729,0.9241559381374274,-0.8142846449812113,-1.7886481527452307,-0.20070006756827585,-0.45298857884004895,-0.0035829344486434937,0.65750485443463,-1.7825622996432537
-0.9444653474413363,-0.6657418202680991,-0.890308567442549,0.5833281272208736,0.6647315688130083,-0.5863154935131855,-1.703353046400508,-0.07711597385608485,-0.4087516310732451,-0.003718704124029217,0.4899854914971447,-1.696903324169787
-0.7310922587915347,-0.7558480171149116,-0.7530730591124328,-0.08917599033559699,1.322235396420916,-0.8576109188062293,-1.8578935980735314,-0.49413344170173346,-0.5565353772018378,-0.0026563380043556364,1.05448365947243,-1.8533948029490126
-0.8195670395592878,-0.8060225064899948,-0.4786334951283872,-0.7161704156253585,0.2536814251671043,-0.5152947835932853,-1.7727835342765927,-0.32251302547187205,-0.44259841646281517,-0.0030175996519428887,0.7691367836379004,-1.7674810900086588
-1.0494356353862901,-0.746016805719656,-0.9375792159274676,-0.49073242385403987,1.0940780123227332,-0.671708289444705,-1.8397950783543175,-0.4822114500466299,-0.5121816075174493,-0.0027866567823680243,0.9981048417926021,-1.8349716901107491
-0.8354544153151675,-0.9250551410871846,-0.4216702290552358,-0.7416239948647065,0.40160891139752486,-0.5665474497278702,-2.0907707321298723,-0.46408948235917485,-0.4206096600178655,-0.00429064791146192,0.8878276961115593,-2.0846680235572626
