mb1,mb2,mb3,mb4,mb5,mb6
-0.47525856174813486,-0.8481519767158395,-0.31972031939619266,0.2099845318289714,0.5762565169899772,0.14451077786479458
-0.4488630361364512,-0.32397224580612993,-0.7157025418601215,0.4129912248504196,0.9804827382239483,0.18336448898025662
-0.462939689703395,-0.43069073323984375,-0.6481290072115279,-0.2182759075044527,0.8062648128937006,-0.3648178742614223
-0.417212644580777,-0.548509547373763,-0.4691363127935422,0.1408635520483755,0.8163896247174964,-0.42284458275848036
-0.30976286119817775,-0.5692646817602093,-0.5610302613276974,0.2737417175011322,0.8185225349191644,-0.22104220050751003
-0.24899854845463987,-0.6415922334705968,-0.36974889696100843,-0.11345400590345357,0.6347236774385013,0.06350795487107888
-0.5078604950742932,-0.7806550135236876,-0.40344081616660227,-0.03752967884871594,0.7763351770034717,-0.6198327416602462
-0.3769457070751243,-0.6866674385063036,-0.2729033598107863,0.40145018744528155,0.43050837650517526,-0.6560218207398509
-0.19830511598151757,-0.2485454417709627,-0.8818693039452195,-0.38132764579505046,1.2309428281273558,-0.26398060086140973
-0.38139807688892846,-0.6082232511079843,-0.3380768362473131,0.1706032910671007,0.5647269549314198,-0.3130195298010576
-0.11330605439367508,-0.5329294732017101,-0.3823109119391564,-0.1534284391880914,0.7575509663687617,-0.16380566519503525
-0.4133760931251991,-0.5419240651856181,-0.7837086284040563,0.3162440822475101,0.8431468557527759,-0.23524087322682458
-0.3732799282482254,-0.6191188151558655,-0.7069974098288826,-0.06089829013185155,1.1982208072753806,-0.4739456572466954
-0.28274430086311914,-0.7144490335537742,-0.244181388491929,-0.35019483402639745,0.4544850309011693,-0.15101885391477451
-0.3048413932310571,-0.646685206024651,-0.6090829276431684,-0.20414581116036273,1.0107567774373327,-0.1658144673335868
-0.2477116936065109,-0.9254055968498293,-0.41109337671434026,-0.8061331282121909,0.3066499832383699,0.03620998800290566
-0.3081695993238105,-0.44438820218488917,-0.5945286204802472,-0.24611790744957585,0.9064262394327157,-0.6807801293651708
-0.3378642986365777,-0.4366203720107496,-0.6388853881026596,-0.22999445651039724,0.5257841189640241,-0.34660186078932376
-0.6513258295217004,-0.7208759704707607,-0.3595173578096225,-0.12041649494114143,0.40947131014861904,0.3558870924397206
-0.13100895893953335,-0.6729564335512979,-0.6763169404934035,-0.12277587383226968,0.41372685041176865,0.15336963039891213
-0.10152965755122945,-0.4614605938046302,-0.5698410333150834,-0.5503325174034519,1.17026218701568,-0.33067242269202
-0.585701688688141,-0.4936579339092796,-0.6832062335713703,0.07138043405061549,1.0607503131194997,-0.5291573905389196
-0.2816226623060872,-0.31134679792794184,-0.662604515891034,0.024259833774426483,0.6801918301886685,-0.2565450528003821
-0.4943787706610423,-0.568908908114236,-0.8632407102322963,0.09892298653577843,0.8602737868377095,0.05811448570453509
-0.4473057292617535,-0.7588460390388871,-0.2801048190445537,-0.3527024289101949,0.2687551868221967,-0.2268273882077345
-0.30388014018057086,-0.8920816679084245,-0.515999089756454,-0.40222447798641414,0.7975727133523434,0.4471845285943773
-0.48939396500143634,-0.7130650966552132,-0.4520754842272189,0.4142251824803007,0.8792027999322626,-0.40613417432720433
-0.31749144677713503,-0.4483558248672188,-0.4457465911804411,0.42249862789322284,0.5767433342324464,0.022494661181763784
-0.5293722834331795,-0.6283824945214763,-0.4804522714042837,0.49671487688783933,0.601216627312897,-0.4265997902102594
-0.3740248118244761,-0.6419954001723047,-0.5889161696962806,-0.059105447213220544,0.3120337035586169,-0.2838204713066123
-0.31824821945887366,-0.7101514980979837,-0.1826685462913784,0.8078289000865638,0.33265736574502874,-0.45903024150667354
-0.35866577449717174,-0.4008222407172189,-0.8522298175518017,0.09480088491134737,1.1939187991866484,0.055004289401101164
-0.6033437292480159,-0.30862219701809873,-0.8012155042369955,0.4930807309415598,0.9676142721932186,-0.6134555338226348
-0.6338895903021332,-0.4597477209917643,-0.7109877653221967,0.47986004754146205,1.0506728626067068,0.11238724905140324
-0.4359643261367566,-0.6346324220695985,-0.46590364815008845,0.12939140909382385,0.7969069101429921,-0.711344176768019
-0.5627790212237374,-0.9157917287389927,-0.5415059567839915,-0.04410914322669327,0.9947562421161265,0.06783497583097131
-0.47103990934282536,-0.8093126846390505,-0.4052508356130784,-0.10311619952435082,0.7187793339531249,-0.670037262019586
-0.32289988362942346,-0.7643377447296983,-0.7204408912043663,-0.1434777294530378,1.1273023306943006,-0.26464662464236616
-0.06671484881455714,-0.5251493904507937,-0.57575486968041,-0.36301617075847775,0.9826421333541673,-0.453234472783014
-0.44673215487854123,-0.291149336506383,-0.6275939608108894,0.453958116624253,0.9991459607651543,0.22898570086773704
-0.39959434249360526,-0.4566735532606462,-0.712053812856637,-0.04022296557727973,0.8853346771120598,-0.3818214046653153
-0.1400370460012968,-0.7864208991619678,-0.27544328506639604,-0.29250448637629933,0.8401643197548401,-0.5784494314338904
-0.2121526029345871,-0.37328969987753663,-0.6898308474668106,-0.48971986487478897,0.7571254665814044,0.28277378229187283
-0.5074591473616238,-0.3894009783907082,-0.7354998761789304,0.1417370531379098,0.686501332425564,-0.13970342747465614
-0.24901501364476653,-0.5158075851980759,-0.5645854500636742,0.07404983542531302,0.8440510402196294,0.4581992052975769
-0.5961666313884352,-0.7749441413410338,-0.6980924846992542,0.11745185521221543,1.4486113733289188,-0.32933691466693016
-0.2846649426876613,-0.5434619414373566,-0.358697093807952,-0.20541068480462554,0.5738015790231155,-0.027791476599161757
-0.4233873122051406,-0.7553448062230715,-0.6167592832479695,0.24320576693271184,0.7122458629283598,-0.05816485198088324
-0.32278794462487476,-0.4125439179928996,-0.5943773300867079,-0.35516168447100993,0.8017187696037432,-0.5949964585906069
-0.37560256271027337,-0.6167715657965803,-0.4040658586031035,-0.3489589228181398,0.35126138233592225,0.022572963752094548
-0.4033968072515045,-0.4898251029008921,-0.9025801354891114,-0.35580506434963965,1.2478392456028051,-0.5502438866226838
-0.16962647183131863,-0.37424971172848326,-0.7041871398861511,-0.3040144850297203,0.8669075578900285,-0.025597241069167664
-0.5202806476069931,-0.861260503207465,-0.7005288349516323,-0.02057024391846626,1.2620557644888175,-0.399926345265063
-0.19387970425219178,-0.6355172428083156,-0.43432678562995264,0.029702222945002438,0.8687552001305862,-0.3653894257869215
-0.5191138153470845,-0.6699208035675069,-0.6023217389321814,-0.36073825050338054,1.1652836169254681,-0.32644898022799607
-0.14138743589691655,-0.4331285950606131,-0.8535297398455094,-0.3108390388862272,1.0564183503211386,-0.35872064319838026
-0.387239984972073,-0.6415587699133687,-0.46764961614008543,0.2825407719419228,0.5033854770936342,0.02441830005568737
-0.44900497464304934,-0.4960312102891039,-0.6351780057061153,0.11054525058665002,0.9143227846174554,-0.7061713567386043
-0.09841758494628527,-0.9502134054558168,-0.7216951561014375,-0.514148880220944,1.1889988287349047,-0.3844784543098174
-0.29227268601904843,-0.35708307912428466,-0.527816307796391,0.2924671493780692,0.5420007839968967,-0.2998914930969184
-0.6197436572695607,-0.6354145718729218,-0.5214814118645739,0.6075192226416561,0.5774116156910238,-0.24519471432851736
-0.2893348302321932,-0.42767674347382173,-0.4917377881803448,-0.24300309627560318,0.7105418405987478,-0.45209345708734894
-0.5405774411417867,-0.45621969166092813,-0.6658900520348043,0.17681139615345284,0.7616050831613682,0.06267969707714183
-0.2415205449610552,-0.44587040368881475,-0.7647298651174927,0.06623838016731799,0.7674584561194299,-0.45564418568859943
-0.29631023591411754,-0.2781799998575699,-0.8952221296868976,-0.31749067614305454,1.209343400002608,-0.11815446027820037
0.15434776095518973,-0.03303280669779408,-1.3273006118239759,-0.5579929134522189,1.5439198731675368,-0.09865138106908833
-0.39812466136669916,-0.6316835119419868,-0.32318518791890627,0.0984668730315638,0.4237754707926439,-0.08372034108326032
-0.3466056780938307,-0.7918897961347396,-0.6563157499120014,-0.20102554131797223,1.0394066808335183,0.04533907702659659
-0.3458578727867473,-0.427413559512633,-0.699050197441361,-0.013490443555482285,0.9652109217794386,-0.3982706961894573
-0.2189461217965496,-0.45446636929339074,-0.564819786904336,-0.3272464200971161,0.6444339938040435,-0.15333529279578156
-0.40566056740636314,-0.3958544918170351,-0.6415668588264218,0.30247396699182705,0.7084291338486577,-0.03723001195859735
-0.11153677309454468,-0.7908400231842267,-0.2831254906112569,-0.4132657585701318,0.9281933944934532,-0.1880062905303218
-0.415502341414855,-0.3591493554786705,-0.8395820729486541,0.006082423519656383,1.0209673938621453,0.4266350873007644
-0.337604641571322,-0.3100569825755335,-0.8813136400807619,-0.09297250494898966,0.7705140435816928,0.13922364403821252
-0.10952058761459482,-0.9253466737418513,-0.716648674641976,-0.38046812150662024,1.1149102215639772,0.25143976113271665
0.04472409672882855,-0.6729035043086746,-0.5957712760767322,0.08019179205131516,0.6135648603924331,-0.24120949282500928
-0.3435622454821675,-0.408472457191009,-0.5650188823884515,-0.15781521326032757,0.6331309928912092,-0.436681817232915
-0.3451497615457083,-0.9202592109348016,-0.6245745314934739,-0.3980352575978939,0.9364126745678388,0.3075322517480468
-0.5590469639404487,-0.7264529088722245,-0.5547363987872487,-0.1431874161148978,1.2297854035687263,-0.442481312678087
-0.4555953138295607,-0.6272811846370321,-0.577165994102389,0.3104580204773299,0.702798736545174,-0.33823927421050226
-0.3127410718157645,-0.305078247469193,-0.7132381885660997,-0.14568361366534335,0.9098403861651675,0.08340751780317762
-0.4893066370852843,-0.3328536034893009,-0.8295340476679448,0.14773869852350918,0.8868500224854754,-0.4121451754132373
-0.34152403659585023,-0.7387811792165179,-0.5255470877791366,-0.17727772166897102,1.114574453278143,-0.7086168361284224
0.08527955075505872,-0.4637160157870467,-1.0538855299935082,-0.42512046270483633,1.1198490452478358,-0.3088159787898825
-0.6123108144848537,-0.39120372116318947,-0.8307338700515037,0.2995693982337916,1.238238851505695,-0.37978216915684426
-0.48902813972342146,-0.5185755243816145,-0.6580554528028428,-0.03991214455275841,0.9128072865306033,-0.18267042727671795
-0.49297097022141567,-0.5382846558073215,-0.7142095236927997,-0.012767674715626816,1.2320973904174202,0.12247487743708946
-0.3311259367172733,-0.30220301680904416,-0.8664698579791175,-0.20824240708445127,0.8702036358900167,-0.21404346470764873
-0.08416613552544253,-0.8324902674891597,-0.6469209214456921,-1.1454345263640726,1.0923508971657976,0.4371485609710648
-0.26998928465128674,-0.9480743572880985,-0.3722336844361809,-0.5938073217380062,1.1205331563891565,-0.7232971628808078
-0.497598451357275,-0.26433056222018153,-0.8214691218567926,0.3062711144655091,0.9584889268523302,-0.07060004561189256
-0.41249092894859296,-0.42447927187803397,-0.9319314043991791,-0.007407600010527158,1.3697632366354977,0.23462976162910315
-0.5419854570426215,-0.8382976524032199,-0.4705553456323863,-0.04051089396549696,1.2106531932792979,-0.517363542363998
-0.06486625714851237,-0.5984572566732822,-0.3234673879896355,-1.215750088384632,0.8694613469872712,-0.1413886609081209
-0.40872680256065763,-0.40940877831969974,-0.7231862275543228,0.0350483741954613,1.0152433555111153,-0.5238217133992894
-0.372496151370812,-0.6077521103493313,-0.3596870274504621,0.03594152828448446,0.5546635860848015,-0.40529784308636585
-0.31832097311460705,-0.34805430332612425,-0.48919622715679606,-0.26868971294497696,0.4902979154594303,-0.35882668470619056
-0.2637309669764712,-0.4880683532362896,-0.5283472252350708,-0.1538171341051613,0.7489790027732683,-0.31903689342117386
-0.3775608602890347,-0.4106402393677458,-0.667120819725574,0.38159412071018084,1.1656343085045935,0.30570138283649717
-0.44081095437050144,-0.8259158836816991,-0.5890292510388558,0.032146002024100055,0.989053189060705,0.5628309804601703
-0.5424564288275258,-0.4473383819318291,-0.8240642085391097,0.2777500201414108,1.0510594641996498,-0.12732745223626102
-0.25143900864928365,-0.47358242583936105,-0.6170411983307679,0.2880059337360827,0.693830408731215,-0.10051358804745031
0.021436519732131037,-0.3434722343763884,-0.8112482264921199,-0.438752335326055,1.1479975322634592,-0.29456807642512045
0.0024642321188466654,-0.32373780733626495,-0.8070658280313586,-0.4115237341666881,0.49415079169801956,-0.04084735197271873
-0.43504453107659724,-0.584245538763747,-0.642194469195512,0.23187916565658984,0.7314281799743476,0.3192649411371465
-0.5067928095169669,-0.3522747995353047,-0.8734509656640582,0.09645709197123632,1.0701474202217056,-0.006536903115735099
-0.3059575045143919,-0.3699647991861551,-0.6720952829975139,-0.20522527613704666,0.9166567594261019,-0.6258941419128486
-0.4454298307801929,-0.6834930567647431,-0.27810931270752026,0.2808159004764525,0.5799716550259448,-0.4828607432375896
-0.3765830832589856,-0.5374958637574919,-0.5178900843629415,0.15582109712442574,0.6464071897457511,-0.28555040446647434
-0.32830863568392765,-0.6828107080116697,-1.148841163517023,-0.1709359171677936,1.6026715263339755,-0.36343799805897886
-0.4804742039348728,-0.7440911093366346,-0.4855770678772817,0.007548087045074477,0.4925740914003974,0.15846568648612736
-0.4601342297967144,-0.45109948322728055,-0.6390966820403644,-0.29525412578509685,0.7391777095287031,-0.565971712600803
