s1,s2,s3,s4,s5,s6,mb1,mb2,mb3,mb4,mb5,mb6,ma1,ma2,ma3,ma4,ma5,ma6,mc1,mc2,mc3,mc4,mc5,mc6,g1,g2,g3,g4,g5,g6
-0.07252796448464771,-0.68010819270485,-0.07672630481358755,7.178096525350952e-05,0.7581216289984427,-0.10351004717890255,-0.47525856174813486,-0.8481519767158395,-0.31972031939619266,0.2099845318289714,0.5762565169899772,0.14451077786479458,-0.9971344225966324,-0.7856898339154668,-0.5028815470765757,0.256037752828927,0.5650329838321958,-0.22324683803427708,-1.347431300709639,-0.5815793174067585,-0.5495875707401007,0.1561697159310831,0.6874024013913183,-0.8689594766908895,-1.9079063056904495,-0.2550024909928254,-0.6243172086017406,-0.0036191431054671984,0.8831934694859142,-1.9020996985414693
0.08797334173985671,-0.18702740225755488,-0.5387821869792502,0.0010776948526416419,0.7275325219039948,0.05565158613414578,-0.4488630361364512,-0.32397224580612993,-0.7157025418601215,0.4129912248504196,0.9804827382239483,0.18336448898025662,-1.2847276106113186,-0.4172892728218169,-0.8262645536807727,0.7086938693344635,1.1409610946993776,-0.16476769426309565,-1.5294746359952003,-0.30874947742625647,-0.6716818178157351,0.40342543962658595,0.9234385467314883,-0.8868643059662278,-1.855804003173709,-0.1640297502321759,-0.46557150332901825,-0.003599133317250885,0.6334084827743026,-1.8496597882370707
-0.11389511024380106,-0.24121335107180197,-0.7332214403313984,-7.409974246819218e-05,0.9755473886444177,-0.14494131361014873,-0.462939689703395,-0.43069073323984375,-0.6481290072115279,-0.2182759075044527,0.8062648128937006,-0.3648178742614223,-0.9865065588927858,-0.7149068064919063,-0.5204903575317221,-0.5455786191474294,0.5523409492676248,-0.6946327152383327,-1.3057874317445628,-0.5380290993872683,-0.539406005461967,-0.34838713660143983,0.6441728896872185,-1.118077472796871,-1.8645289592351721,-0.22849311195415176,-0.5725083893398956,-0.0033020421459579842,0.8048787854215077,-1.8591057985243131
-0.08369297809494469,-0.4089043171283411,-0.3970625312135132,0.00012451950031255876,0.8067247757519782,-0.11471571013279647,-0.417212644580777,-0.548509547373763,-0.4691363127935422,0.1408635520483755,0.8163896247174964,-0.42284458275848036,-1.0517301889523956,-0.7622307955422327,-0.5716955736998433,0.35903683912345097,0.8194573564704102,-1.0152831260925077,-1.422725367530178,-0.7981086614001706,-0.5723235112810313,0.4014671035089706,0.794957484336719,-1.3723584387466006,-1.6646009790962946,-0.3696240703621868,-0.27174420092750223,-0.0027100143549268745,0.6456127812930486,-1.6593475440317762
0.04230150884581274,-0.4468630786843937,-0.3123970135752323,0.0002696813374605256,0.7604364071584424,0.011227395377285454,-0.30976286119817775,-0.5692646817602093,-0.5610302613276974,0.2737417175011322,0.8185225349191644,-0.22104220050751003,-1.0043877086841184,-0.6014868575187386,-0.7817539856260142,0.4649048505683126,0.8527163659462504,-0.8221402733105707,-1.490857009373878,-0.5755339403368503,-0.8737781365272632,0.51801102505921,0.8580218716602204,-1.276224584730943,-1.6545594926011387,-0.24349336652382936,-0.4879031461105285,-0.0023403744846828946,0.7355892001982749,-1.6496904249259317
0.03304237307884872,-0.2570269589205383,-0.19055965388566243,0.0002575184247914919,0.44881872971341785,0.0016097491206998882,-0.24899854845463987,-0.6415922334705968,-0.36974889696100843,-0.11345400590345357,0.6347236774385013,0.06350795487107888,-0.6916587482507546,-0.9362144523936655,-0.5248759895465247,-0.19248072200021926,0.8233495114202938,-0.13553258575610977,-1.0128973047760068,-0.7563283411396857,-0.47675168856686523,-0.12311110553726055,0.8287912839337118,-0.6574100785112449,-1.5750647786951983,-0.4415276464452213,-0.39253416185246115,-0.0017142767270828087,0.8383143858321933,-1.5706956908327316
-0.242377074320566,-0.6663649788759356,-0.3279349828562683,-0.00019302925946362848,0.995303682876024,-0.27325569703933716,-0.5078604950742932,-0.7806550135236876,-0.40344081616660227,-0.03752967884871594,0.7763351770034717,-0.6198327416602462,-1.1728008807364263,-0.8436745468521767,-0.4965498532333859,-0.06600514138070329,0.6297313381119987,-1.3346888444818648,-1.6160944711778482,-0.8856875690711693,-0.5586225446112416,-0.08498878306869484,0.5319954455176833,-1.8112595796962767,-1.8525601573732773,-0.5912124953649541,-0.4553694192173443,-0.002820792801559989,1.0502636625882864,-1.848039556070855
-0.04176768687065824,-0.4472601455085403,-0.2098881405533657,9.375074006268136e-05,0.658270994743952,-0.07287298896262762,-0.3769457070751243,-0.6866674385063036,-0.2729033598107863,0.40145018744528155,0.43050837650517526,-0.6560218207398509,-0.7679867306470014,-0.9659759470036942,-0.34642111561111033,0.8696993636013701,0.16478532189326903,-1.3363621244799446,-1.321379635921014,-0.5261139765230378,-0.37441071003464255,0.46524596719521727,0.28424235542302,-1.6231254455733093,-1.9670046920740283,-0.012941677628938934,-0.40706523686209684,-0.006616328611961001,0.42360889454106276,-1.9576826535155678
-0.07188825534030663,-0.10658043806941819,-0.40208424439480606,0.00016303092264369212,0.5097857048752426,-0.10310818554607071,-0.19830511598151757,-0.2485454417709627,-0.8818693039452195,-0.38132764579505046,1.2309428281273558,-0.26398060086140973,-0.5267072482538866,-0.35263747875226076,-1.0677029763112313,-0.5511957973426651,1.5653534427000328,-0.6017423542086513,-1.082284122487396,-0.3589105588727154,-0.701673112581237,-0.3117370230909423,1.1437163379494244,-1.1217324198266498,-1.7965972465019082,-0.36697594759901425,-0.23106328778552998,-0.0038614561958701292,0.6016114889843566,-1.7902910756212194
0.09981909940790423,-0.4383818909316535,-0.28868433814793626,0.0002889960482539422,0.7281762444901094,0.06872935525613144,-0.38139807688892846,-0.6082232511079843,-0.3380768362473131,0.1706032910671007,0.5647269549314198,-0.3130195298010576,-0.9588586884451277,-0.8120328833195811,-0.3973478339665653,0.37498044508971684,0.3685878074609923,-0.7711181918696846,-1.3599715464576383,-0.5048730222562907,-0.41928748228206636,0.20278141390248836,0.46717332974618614,-1.2546764764966054,-1.841306976072651,-0.13628118898034233,-0.44561506026066766,-0.0038574235221858363,0.5854759564884188,-1.8349464180489106
