count,planning_time
372,0.104532
373,0.018385
374,0.108344
375,0.018196
376,0.1191
377,0.018049
378,0.109432
379,0.104496
380,0.113229
381,0.106713
382,0.121284
383,0.108324
384,0.019392
385,0.10588
386,0.11759
387,0.111297
388,0.015653
389,0.106622
390,0.106152
391,0.105537
392,0.1165
393,0.106333
394,0.015511
395,0.116098
396,0.106885
397,0.105127
398,0.114742
399,0.016899
400,0.111386
401,0.110189
402,0.108047
403,0.121673
404,0.105859
405,0.107316
406,0.108535
407,0.107086
408,0.104607
409,0.108409
410,0.112063
411,0.11043
412,0.111586
413,0.124945
414,0.111927
415,0.116301
416,0.105601
417,0.112074
418,0.116039
419,0.110445
420,0.116977
421,0.103571
422,0.121423
423,0.10725
424,0.107969
425,0.105645
426,0.107098
427,0.104091
428,0.109515
429,0.105282
430,0.107313
431,0.122246
432,0.105179
433,0.109812
434,0.109358
435,0.107197
436,0.114774
437,0.105407
438,0.10775
439,0.114897
440,0.109236
441,0.108077
442,0.120064
443,0.119934
444,0.119487
445,0.021364
446,0.119072
447,0.105823
448,0.111878
449,0.118728
450,0.019999
451,0.118728
452,0.112544
453,0.105983
454,0.117357
455,0.106279
456,0.109748
457,0.113597
458,0.104912
459,0.020888
460,0.105875
461,0.108556
462,0.114984
463,0.104276
464,0.106917
465,0.107654
466,0.111813
467,0.107172
468,0.111733
469,0.111762
470,0.106112
471,0.122497
472,0.107732
473,0.015859
474,0.114341
475,0.115078
476,0.107311
477,0.115579
478,0.116543
479,0.022117
480,0.105395
481,0.109183
482,0.110528
483,0.131912
484,0.13134
485,0.131706
486,0.105107
487,0.106162
488,0.10666
489,0.116065
490,0.116303
491,0.114851
492,0.016374
493,0.105088
494,0.104899
495,0.102991
496,0.101133
497,0.116292
498,0.105866
499,0.105936
500,0.13154
501,0.111053
502,0.021315
503,0.128841
504,0.109438
505,0.106757
506,0.105299
507,0.107484
508,0.119882
509,0.112554
510,0.110393
511,0.107935
512,0.108395
513,0.117813
514,0.110261
515,0.112442
516,0.115532
517,0.112375
518,0.120626
519,0.103925
520,0.114588
521,0.117452
522,0.113104
523,0.120046
524,0.106027
525,0.104987
526,0.01953
527,0.120043
528,0.111025
529,0.109175
530,0.121622
531,0.021597
532,0.10944
533,0.020517
534,0.106242
535,0.114967
536,0.107785
537,0.104811
538,0.107889
539,0.112736
540,0.106762
541,0.105663
542,0.105061
543,0.019897
544,0.103573
545,0.112461
546,0.021411
547,0.107928
548,0.105692
549,0.11875
550,0.119017
551,0.112556
552,0.110908
553,0.034506
554,0.120289
555,0.10677
556,0.02042
557,0.119324
558,0.110779
559,0.111162
560,0.021539
561,0.120903
562,0.13196
563,0.019804
564,0.104933
565,0.021297
566,0.120821
567,0.119794
568,0.129801
569,0.111405
570,0.10515
571,0.105173
572,0.108502
573,0.105443
574,0.108674
575,0.121479
576,0.104457
577,0.106776
578,0.11097
579,0.016328
580,0.111053
581,0.10937
582,0.110277
583,0.021872
584,0.021457
585,0.111772
586,0.112179
587,0.10574
588,0.106839
589,0.018998
590,0.116836
591,0.106332
592,0.12084
593,0.109755
594,0.106029
595,0.103876
596,0.106275
597,0.107528
598,0.108843
599,0.121678
600,0.10585
601,0.108418
602,0.109796
603,0.106023
604,0.105734
605,0.117188
606,0.105744
607,0.016317
608,0.120615
609,0.107527
610,0.129327
611,0.121282
612,0.109785
613,0.107754
614,0.108217
615,0.114742
616,0.10454
617,0.105364
618,0.105749
619,0.021613
620,0.103784
621,0.116268
622,0.115329
623,0.015832
624,0.105922
625,0.021489
626,0.016202
627,0.122089
628,0.109557
629,0.111638
630,0.111068
631,0.116951
632,0.104575
633,0.107264
634,0.119451
635,0.116157
636,0.11653
637,0.103751
638,0.120686
639,0.022086
640,0.110898
641,0.110104
642,0.11606
643,0.019648
644,0.108949
645,0.11396
646,0.0194
647,0.112061
648,0.10965
649,0.106024
650,0.115017
651,0.018988
652,0.106645
653,0.105721
654,0.107369
655,0.017806
656,0.109984
657,0.108533
658,0.106219
659,0.120996
660,0.105215
661,0.10752
662,0.107617
663,0.018576
664,0.108464
665,0.105561
666,0.116253
667,0.112388
668,0.114723
669,0.110017
670,0.114855
671,0.015061
672,0.104201
673,0.113499
674,0.109953
675,0.110685
676,0.12011
677,0.021217
678,0.108461
679,0.105359
680,0.107693
681,0.016186
682,0.021345
683,0.113465
684,0.107405
685,0.017002
686,0.105176
687,0.107758
688,0.021265
689,0.119628
690,0.031436
691,0.119819
692,0.111234
693,0.021476
694,0.116915
695,0.120653
696,0.107754
697,0.123374
698,0.03319
699,0.110158
700,0.112622
701,0.107106
702,0.018106
703,0.106064
704,0.106235
705,0.118036
706,0.108123
707,0.121687
708,0.115398
709,0.106936
710,0.015706
711,0.015389
712,0.106043
713,0.110744
714,0.111326
715,0.021904
716,0.119056
717,0.110412
718,0.122258
719,0.107053
720,0.11121
721,0.120366
722,0.110368
723,0.120503
724,0.111661
725,0.111403
726,0.107897
727,0.107997
728,0.106209
729,0.021674
730,0.106429
731,0.10584
732,0.106519
733,0.107471
734,0.110767
735,0.120083
736,0.1052
737,0.118198
738,0.105464
739,0.111226
740,0.120563
741,0.020042
742,0.104232
743,0.116605
744,0.105645
745,0.119706
746,0.110278
747,0.120676
748,0.110484
749,0.119935
750,0.114657
751,0.105444
752,0.117091
753,0.105971
754,0.120944
755,0.117913
756,0.121982
757,0.107296
758,0.105629
759,0.105128
760,0.104845
761,0.021645
762,0.105167
763,0.01765
764,0.1031
765,0.01611
766,0.106895
767,0.021725
768,0.115132
769,0.111829
770,0.110307
771,0.110393
772,0.121799
773,0.105006
774,0.10669
775,0.104863
776,0.020367
777,0.105753
778,0.103818
779,0.110961
780,0.106419
781,0.105579
782,0.104574
783,0.017405
784,0.121057
785,0.105385
786,0.018828
787,0.115376
788,0.107379
789,0.105512
790,0.016578
791,0.108133
792,0.114127
793,0.106446
794,0.110169
795,0.112005
796,0.110779
797,0.111131
798,0.111455
799,0.113195
800,0.110737
801,0.110949
802,0.02135
803,0.105481
804,0.106787
805,0.107764
806,0.023276
807,0.109044
808,0.104524
809,0.108405
810,0.110302
811,0.111288
812,0.11003
813,0.11108
814,0.109378
815,0.110899
816,0.112382
817,0.110173
818,0.105752
819,0.108466
820,0.10555
821,0.104459
822,0.119394
823,0.106999
824,0.103285
825,0.014359
826,0.104349
827,0.106558
828,0.106975
829,0.113019
830,0.104931
831,0.015486
832,0.10873
833,0.106875
834,0.115003
835,0.111229
836,0.021558
837,0.111184
838,0.022846
839,0.109687
840,0.104916
841,0.105536
842,0.107376
843,0.106088
844,0.109828
845,0.110577
846,0.121342
847,0.120433
848,0.11012
849,0.111053
850,0.10656
851,0.112084
852,0.111681
853,0.106265
854,0.105741
855,0.109289
856,0.108289
857,0.129689
858,0.109273
859,0.109065
860,0.110959
861,0.110954
862,0.110398
863,0.110333
864,0.111187
865,0.105496
866,0.019679
867,0.114954
868,0.106723
869,0.114972
870,0.104818
871,0.106257
872,0.105756
873,0.116184
874,0.10566
875,0.106482
876,0.106449
877,0.111097
878,0.106527
879,0.111816
880,0.12135
881,0.11178
882,0.111158
883,0.111035
884,0.110289
885,0.119131
886,0.110868
887,0.120878
888,0.119725
889,0.110334
890,0.032218
891,0.120037
892,0.122116
893,0.116436
894,0.105326
895,0.109835
896,0.109822
897,0.121615
898,0.110099
899,0.106732
900,0.114721
901,0.106287
902,0.120523
903,0.109023
904,0.112298
905,0.10913
906,0.132813
907,0.021365
908,0.031569
909,0.122276
910,0.12005
911,0.112366
912,0.120843
913,0.111664
914,0.0213
915,0.109599
916,0.106775
917,0.107314
918,0.103924
919,0.017502
920,0.103801
921,0.103648
922,0.104938
923,0.106961
924,0.104816
925,0.108335
926,0.112631
927,0.110578
928,0.107216
929,0.108824
930,0.019805
931,0.121124
932,0.116933
933,0.118396
934,0.021289
935,0.110269
936,0.118837
937,0.107322
938,0.105049
939,0.117546
940,0.117713
941,0.110216
942,0.021459
943,0.111533
944,0.120352
945,0.111133
946,0.112725
947,0.111182
948,0.032463
949,0.111658
950,0.10452
951,0.117455
952,0.104684
953,0.118943
954,0.107395
955,0.111618
956,0.106027
957,0.108181
958,0.109469
959,0.03278
960,0.108819
961,0.116282
962,0.117236
963,0.107233
964,0.110082
965,0.104932
966,0.106056
967,0.113614
968,0.105574
969,0.017177
970,0.017822
971,0.018325
972,0.104788
973,0.104515
974,0.106791
975,0.120431
976,0.110871
977,0.105659
978,0.016705
979,0.1047
980,0.016824
981,0.020998
982,0.018753
983,0.119002
984,0.107169
985,0.122107
986,0.111525
987,0.021302
988,0.111748
989,0.021454
990,0.110992
991,0.119091
992,0.109034
993,0.021963
994,0.109593
995,0.111328
996,0.105106
997,0.107004
998,0.113316
999,0.118401
1000,0.10702
1001,0.120474
1002,0.102732
1003,0.018159
1004,0.11359
1005,0.105961
1006,0.106566
1007,0.106731
1008,0.115661
1009,0.016177
1010,0.118661
1011,0.105056
1012,0.106835
1013,0.107483
1014,0.017043
1015,0.020041
1016,0.10487
1017,0.103903
1018,0.02156
1019,0.016738
1020,0.109063
1021,0.115461
1022,0.109506
1023,0.10685
1024,0.112235
1025,0.022862
1026,0.108754
1027,0.106143
1028,0.021454
1029,0.108862
1030,0.107144
1031,0.107489
1032,0.105988
1033,0.104767
1034,0.108481
1035,0.105335
1036,0.119419
1037,0.026919
1038,0.107299
1039,0.114751
1040,0.109294
1041,0.108464
1042,0.117289
1043,0.10571
1044,0.110234
1045,0.118117
1046,0.105165
1047,0.108171
1048,0.109674
1049,0.111043
1050,0.021391
1051,0.018185
1052,0.109036
1053,0.105821
1054,0.031442
1055,0.021313
1056,0.105698
1057,0.02131
1058,0.017434
1059,0.10675
1060,0.108297
1061,0.107397
1062,0.108513
1063,0.103471
1064,0.11419
1065,0.031443
1066,0.120147
1067,0.111493
1068,0.019451
1069,0.114391
1070,0.019689
1071,0.116858
1072,0.104471
1073,0.119886
1074,0.11945
1075,0.021304
1076,0.121979
1077,0.114936
1078,0.116661
1079,0.106724
1080,0.106115
1081,0.111054
1082,0.108218
1083,0.111443
1084,0.109558
1085,0.108792
1086,0.110213
1087,0.110284
1088,0.120277
1089,0.110504
1090,0.117293
1091,0.017721
1092,0.110917
1093,0.113539
1094,0.109461
1095,0.108118
1096,0.119959
1097,0.11018
1098,0.120706
1099,0.02846
1100,0.016606
1101,0.114921
1102,0.110106
1103,0.108421
1104,0.107003
1105,0.021928
1106,0.021293
1107,0.130824
1108,0.110382
1109,0.121912
1110,0.108609
1111,0.11152
1112,0.110447
1113,0.114642
1114,0.121394
1115,0.110357
1116,0.106089
1117,0.106769
1118,0.015933
1119,0.106047
1120,0.116074
1121,0.110689
1122,0.104482
1123,0.015852
1124,0.118659
1125,0.116108
1126,0.107322
1127,0.119347
1128,0.120496
1129,0.10609
1130,0.10631
1131,0.110642
1132,0.111854
1133,0.119351
1134,0.110366
1135,0.120402
1136,0.120481
1137,0.11062
1138,0.111892
1139,0.111719
1140,0.111417
1141,0.018008
1142,0.10645
1143,0.016152
1144,0.105268
1145,0.109812
1146,0.107134
1147,0.104732
1148,0.104749
1149,0.105287
1150,0.108709
1151,0.116837
1152,0.120589
1153,0.109873
1154,0.110972
1155,0.114644
1156,0.104944
1157,0.110965
1158,0.107669
1159,0.112617
1160,0.106915
1161,0.110551
1162,0.019456
1163,0.1112
1164,0.110409
1165,0.12067
1166,0.107194
1167,0.105865
1168,0.104686
1169,0.119648
1170,0.109549
1171,0.107242
1172,0.105715
1173,0.105599
1174,0.10758
1175,0.10906
1176,0.111148
1177,0.018551
1178,0.109585
1179,0.110625
1180,0.111094
1181,0.112737
1182,0.115616
1183,0.108865
1184,0.105861
1185,0.107145
1186,0.105081
1187,0.117485
1188,0.107223
1189,0.108495
1190,0.116563
1191,0.106541
1192,0.104229
1193,0.110523
1194,0.118527
1195,0.109842
1196,0.112131
1197,0.111061
1198,0.104257
1199,0.018194
1200,0.106286
1201,0.01592
1202,0.111185
1203,0.105352
1204,0.104314
1205,0.116281
1206,0.10975
1207,0.021229
1208,0.104822
1209,0.016377
1210,0.112038
1211,0.109914
1212,0.120176
1213,0.130229
1214,0.110467
1215,0.110281
1216,0.105817
1217,0.111349
1218,0.121451
1219,0.11138
1220,0.120645
1221,0.106188
1222,0.021515
1223,0.121825
1224,0.111093
1225,0.111077
1226,0.10788
1227,0.106255
1228,0.105037
1229,0.106367
1230,0.108741
1231,0.115406
1232,0.105295
1233,0.103708
1234,0.110843
1235,0.110296
1236,0.110734
1237,0.021248
1238,0.11049
1239,0.12047
1240,0.121017
1241,0.113094
1242,0.108544
1243,0.110241
1244,0.111004
1245,0.120251
1246,0.106294
1247,0.111248
1248,0.110104
1249,0.110997
1250,0.117075
1251,0.018993
1252,0.110847
1253,0.10702
1254,0.107433
1255,0.106297
1256,0.105403
1257,0.111418
1258,0.111726
1259,0.031349
1260,0.111137
1261,0.105793
1262,0.112407
1263,0.105586
1264,0.114772
1265,0.104953
1266,0.021566
1267,0.110784
1268,0.110655
1269,0.021249
1270,0.106729
1271,0.103554
1272,0.116773
1273,0.104823
1274,0.031539
1275,0.120393
1276,0.106256
1277,0.105739
1278,0.108406
1279,0.106856
1280,0.107087
1281,0.10623
1282,0.111688
1283,0.110568
1284,0.117104
1285,0.108546
1286,0.107798
1287,0.109117
1288,0.021525
1289,0.12034
1290,0.110918
1291,0.110546
1292,0.021709
1293,0.10939
1294,0.108059
1295,0.105652
1296,0.132365
1297,0.113342
1298,0.105638
1299,0.102639
1300,0.106562
1301,0.117458
1302,0.10749
1303,0.019851
1304,0.11277
1305,0.118945
1306,0.106176
1307,0.110641
1308,0.103924
1309,0.105473
1310,0.111026
1311,0.021429
1312,0.021217
1313,0.120721
1314,0.120837
1315,0.116111
1316,0.107004
1317,0.104866
1318,0.021843
1319,0.111581
1320,0.109318
1321,0.021684
1322,0.107951
1323,0.104739
1324,0.015358
1325,0.120379
1326,0.10676
1327,0.110407
1328,0.120195
1329,0.121166
1330,0.111843
1331,0.112126
1332,0.110285
1333,0.110622
1334,0.111638
1335,0.121111
1336,0.111453
1337,0.022679
1338,0.107714
1339,0.018302
1340,0.016865
1341,0.107496
1342,0.12033
1343,0.110559
1344,0.107766
1345,0.105785
1346,0.111178
1347,0.016722
1348,0.105347
1349,0.107312
1350,0.10599
1351,0.021409
1352,0.111331
1353,0.11173
1354,0.111172
1355,0.021331
1356,0.111264
1357,0.111405
1358,0.130374
1359,0.104728
1360,0.114032
1361,0.015818
1362,0.10638
1363,0.114195
1364,0.104845
1365,0.107912
1366,0.107702
1367,0.105888
1368,0.117582
1369,0.103576
1370,0.103988
1371,0.106155
1372,0.105668
1373,0.10305
1374,0.105958
1375,0.106299
1376,0.104278
1377,0.111136
1378,0.111062
1379,0.108795
1380,0.104751
1381,0.114353
1382,0.115595
1383,0.106223
1384,0.105133
1385,0.114319
1386,0.109556
1387,0.105174
1388,0.021926
1389,0.017327
1390,0.10759
1391,0.109177
1392,0.113076
1393,0.128716
1394,0.121391
1395,0.021237
1396,0.115836
1397,0.019495
1398,0.11666
1399,0.107827
1400,0.104297
1401,0.017207
1402,0.015377
1403,0.107014
1404,0.015605
1405,0.019201
1406,0.107406
1407,0.120579
1408,0.111896
1409,0.018687
1410,0.109554
1411,0.115425
1412,0.110385
1413,0.016362
1414,0.018038
1415,0.106153
1416,0.105269
1417,0.014303
1418,0.120673
1419,0.106011
1420,0.113911
1421,0.111372
1422,0.108534
1423,0.103829
1424,0.109565
1425,0.111806
1426,0.106216
1427,0.107261
1428,0.108861
1429,0.117708
1430,0.015821
1431,0.115219
1432,0.115283
1433,0.106759
1434,0.106494
1435,0.112248
1436,0.118696
1437,0.107708
1438,0.110028
1439,0.021235
1440,0.120306
1441,0.114064
1442,0.015468
1443,0.111608
1444,0.104494
1445,0.118008
1446,0.108166
1447,0.122433
1448,0.020832
1449,0.017514
1450,0.104781
1451,0.106333
1452,0.107523
1453,0.115324
1454,0.105722
1455,0.116914
1456,0.10593
1457,0.116341
1458,0.106043
1459,0.10727
1460,0.10485
1461,0.109874
1462,0.117482
1463,0.108853
1464,0.104806
1465,0.117025
1466,0.111033
1467,0.11072
1468,0.021961
1469,0.120522
1470,0.104786
1471,0.110644
1472,0.105922
1473,0.104905
1474,0.105959
1475,0.105445
1476,0.104495
1477,0.108009
1478,0.105375
1479,0.105727
1480,0.104777
1481,0.105974
1482,0.10733
1483,0.10537
1484,0.018432
1485,0.106455
1486,0.108173
1487,0.11536
1488,0.115911
1489,0.111116
1490,0.020221
1491,0.130493
1492,0.115807
1493,0.111956
1494,0.111357
1495,0.116611
1496,0.103736
1497,0.114957
1498,0.106362
1499,0.106267
1500,0.10705
1501,0.106467
1502,0.106646
1503,0.10595
1504,0.109775
1505,0.106964
1506,0.116879
1507,0.11888
1508,0.019454
1509,0.110873
1510,0.10694
1511,0.106232
1512,0.108189
1513,0.109614
1514,0.105431
1515,0.109951
1516,0.110316
1517,0.105216
1518,0.014681
1519,0.103732
1520,0.104578
1521,0.110823
1522,0.111656
1523,0.108408
1524,0.106524
1525,0.105905
1526,0.10826
1527,0.105781
1528,0.105288
1529,0.109461
1530,0.122429
1531,0.115282
1532,0.105247
1533,0.105565
1534,0.117432
1535,0.105649
1536,0.110888
1537,0.03142
1538,0.106644
1539,0.120162
1540,0.110843
1541,0.104254
1542,0.104246
1543,0.103778
1544,0.11766
1545,0.109987
1546,0.115959
1547,0.113133
1548,0.124944
1549,0.108382
1550,0.109743
1551,0.107291
1552,0.106467
1553,0.109666
1554,0.108806
1555,0.107701
1556,0.016463
1557,0.113291
1558,0.109892
1559,0.111827
1560,0.112278
1561,0.110193
1562,0.120778
1563,0.111079
1564,0.021271
1565,0.107824
1566,0.109826
1567,0.108286
1568,0.106246
1569,0.01812
1570,0.118086
1571,0.119746
1572,0.018194
1573,0.106867
1574,0.118517
1575,0.021419
1576,0.107213
1577,0.118475
1578,0.107105
1579,0.109873
1580,0.114946
1581,0.106682
1582,0.119967
1583,0.01665
1584,0.117452
1585,0.105122
1586,0.112104
1587,0.021649
1588,0.12272
1589,0.109992
1590,0.016509
1591,0.120109
1592,0.116281
1593,0.116949
1594,0.104781
1595,0.108192
1596,0.115536
1597,0.116242
1598,0.119815
1599,0.106118
1600,0.12284
1601,0.120873
1602,0.121619
1603,0.112538
1604,0.021527
1605,0.109055
1606,0.104418
1607,0.110674
1608,0.113344
1609,0.122657
1610,0.105833
1611,0.1072
1612,0.1061
1613,0.107539
1614,0.113152
1615,0.021215
1616,0.111773
1617,0.110021
1618,0.110539
1619,0.110729
1620,0.12099
1621,0.117101
1622,0.103825
1623,0.105978
1624,0.015052
1625,0.113786
1626,0.110196
1627,0.110749
1628,0.110858
1629,0.110961
1630,0.111274
1631,0.111555
1632,0.01746
1633,0.107498
1634,0.104505
1635,0.115012
1636,0.019936
1637,0.1128
1638,0.120355
1639,0.11123
1640,0.117332
1641,0.111034
1642,0.105872
1643,0.106662
1644,0.10807
1645,0.102807
1646,0.104253
1647,0.114869
1648,0.115899
1649,0.106219
1650,0.106449
1651,0.116717
1652,0.11172
1653,0.112569
1654,0.115828
1655,0.110927
1656,0.106125
1657,0.015824
1658,0.110592
1659,0.132005
1660,0.129906
1661,0.120249
1662,0.121229
1663,0.118972
1664,0.120962
1665,0.109997
1666,0.111727
1667,0.112613
1668,0.104388
1669,0.105948
1670,0.121845
1671,0.110936
1672,0.129422
1673,0.114651
1674,0.111115
1675,0.015197
1676,0.110704
1677,0.110916
1678,0.110292
1679,0.112994
1680,0.108699
1681,0.111572
1682,0.108399
1683,0.109168
1684,0.12026
1685,0.015567
1686,0.108432
1687,0.105335
1688,0.01706
1689,0.106093
1690,0.02118
1691,0.108526
1692,0.112295
1693,0.110937
1694,0.021325
1695,0.111715
1696,0.109703
1697,0.121016
1698,0.120731
1699,0.021413
1700,0.117439
1701,0.111155
1702,0.120867
1703,0.100377
1704,0.120935
1705,0.121336
1706,0.105124
1707,0.021214
1708,0.110291
1709,0.120564
1710,0.021441
1711,0.107903
1712,0.016768
1713,0.106183
1714,0.016999
1715,0.104717
1716,0.105208
1717,0.103897
1718,0.105112
1719,0.104867
1720,0.10731
1721,0.107439
1722,0.108318
1723,0.016754
1724,0.114824
1725,0.114519
1726,0.105927
1727,0.104994
1728,0.106078
1729,0.106334
1730,0.107559
1731,0.106168
1732,0.10862
1733,0.107691
1734,0.019231
1735,0.117869
1736,0.104925
1737,0.018198
1738,0.108315
1739,0.115712
1740,0.026461
1741,0.111513
1742,0.109752
1743,0.110358
1744,0.108267
1745,0.020987
1746,0.103934
1747,0.105472
1748,0.10609
1749,0.10532
1750,0.114531
1751,0.108775
1752,0.114534
1753,0.106244
1754,0.104229
1755,0.111839
1756,0.021323
1757,0.121098
1758,0.114219
1759,0.117714
1760,0.107872
1761,0.104437
1762,0.111189
1763,0.111293
1764,0.113963
1765,0.019897
1766,0.122334
1767,0.122823
1768,0.129878
1769,0.115409
1770,0.109942
1771,0.110303
1772,0.12036
1773,0.111678
1774,0.11162
1775,0.122619
1776,0.104905
1777,0.016446
1778,0.10633
1779,0.105003
1780,0.018878
1781,0.106765
1782,0.115744
1783,0.117214
1784,0.112071
1785,0.113139
1786,0.111564
1787,0.10967
1788,0.109759
1789,0.106305
1790,0.015879
1791,0.107095
1792,0.112069
1793,0.02119
1794,0.111064
1795,0.110361
1796,0.021338
1797,0.108051
1798,0.114045
1799,0.106114
1800,0.017382
1801,0.016038
1802,0.118601
1803,0.115941
1804,0.115138
1805,0.017992
1806,0.015901
1807,0.118894
1808,0.118131
1809,0.104151
1810,0.108516
1811,0.106544
1812,0.117074
1813,0.110252
1814,0.114342
1815,0.107511
1816,0.105519
1817,0.10628
1818,0.116557
1819,0.106269
1820,0.118569
1821,0.108553
1822,0.128237
1823,0.109934
1824,0.016637
1825,0.108472
1826,0.122176
1827,0.120333
1828,0.016363
1829,0.114199
1830,0.105816
1831,0.104351
1832,0.120516
1833,0.109413
1834,0.106635
1835,0.106715
1836,0.014567
1837,0.106137
1838,0.111107
1839,0.018564
1840,0.106841
1841,0.120522
1842,0.121136
1843,0.021464
1844,0.110015
1845,0.110761
1846,0.110927
1847,0.11208
1848,0.11064
1849,0.106547
1850,0.105421
1851,0.123949
1852,0.120994
1853,0.110538
1854,0.104461
1855,0.105883
1856,0.116955
1857,0.108157
1858,0.116708
1859,0.119335
1860,0.016152
1861,0.107392
1862,0.02171
1863,0.1083
1864,0.107997
1865,0.108093
1866,0.020216
1867,0.109656
1868,0.111033
1869,0.109668
1870,0.019364
1871,0.102992
