File Name,Total Distance
path_4838.txt,1.7026061270930042
path_5675.txt,1.6724504800109161
path_6898.txt,1.580292251753416
path_5116.txt,1.5310509843125544
path_8621.txt,1.8059331259707436
path_2292.txt,1.6541971220482017
path_965.txt,1.9533214520835274
path_1738.txt,1.4380345506977135
path_370.txt,1.9427469489621128
path_4019.txt,2.001753682845639
path_8785.txt,2.5393260056828493
path_2483.txt,1.7597572774020214
path_9178.txt,1.6304381333152713
path_8802.txt,1.7585764248582212
path_4614.txt,1.5858432965651275
path_5209.txt,1.6548509340630346
path_4380.txt,1.5176124558323407
path_4163.txt,1.607648283878799
path_5461.txt,1.648507134896541
path_839.txt,1.8536612556249907
path_3994.txt,1.6065862302569835
path_2600.txt,1.6564690081549314
path_3264.txt,1.5820335598584179
path_5550.txt,1.7035959825382891
path_7262.txt,1.4809190883882073
path_6779.txt,1.8079178079532043
path_4401.txt,1.7130647534902663
path_71.txt,1.62175058768637
path_1951.txt,1.6785548806716355
path_2313.txt,1.5353394097641053
path_2508.txt,1.5568171391173569
path_9059.txt,1.6139652719922337
path_8590.txt,1.842611485359278
path_2603.txt,1.6621186132605144
path_9082.txt,1.6363700394777152
path_2154.txt,1.5326822251665508
path_75.txt,1.4915260285703404
path_9781.txt,1.7450067388375836
path_8303.txt,1.9225681471816152
path_8818.txt,1.7458147096937713
path_6015.txt,1.653840629653199
path_6151.txt,1.5441082318727042
path_8020.txt,2.0701123780588477
path_5500.txt,1.586171105625667
path_2004.txt,1.893061177393581
path_470.txt,1.479286190674306
path_6408.txt,1.6605396320987889
path_1389.txt,1.5319926931881271
path_7820.txt,1.660734640252441
path_7869.txt,1.7503792943423755
path_2643.txt,1.5581880785922808
path_8152.txt,1.6482098271108858
path_7275.txt,1.8913374194574488
path_3446.txt,1.6576648253201935
path_7653.txt,1.9951139431566265
path_9162.txt,1.8152387048426757
path_8123.txt,1.668282095342207
path_8187.txt,1.6456831186010552
path_3686.txt,1.7973678003930007
path_6784.txt,1.7476825815083097
path_9718.txt,1.9100007423731453
path_4771.txt,1.8161389654671853
path_670.txt,1.4654606846655345
path_1448.txt,1.7963868248396695
path_111.txt,1.584395963981469
path_2516.txt,2.101187832388503
path_4244.txt,1.6154887005476348
path_5988.txt,1.3511621400466163
