[-0.03522029711144459, -0.31619557765523965, -0.31932980755333507, 0.0002471669877754934, 0.6366247795009734, -0.06645883465999258]
[-0.03366946608235102, -0.36425557702478406, -0.39416263668748036, -0.01791318517358899, 0.664219009570091, -0.2009359470173779]
[-0.03211863505325744, -0.4123155763943285, -0.46899546582162566, -0.03607353733495347, 0.6918132396392085, -0.33541305937476323]
[-0.03056780402416387, -0.4603755757638729, -0.543828294955771, -0.05423388949631795, 0.719407469708326, -0.4698901717321486]
[-0.029016972995070296, -0.5084355751334173, -0.6186611240899162, -0.07239424165768243, 0.7470016997774436, -0.6043672840895339]
[-0.02746614196597672, -0.5564955745029616, -0.6934939532240616, -0.09055459381904692, 0.7745959298465611, -0.7388443964469192]
[-0.02591531093688315, -0.6045555738725061, -0.768326782358207, -0.1087149459804114, 0.8021901599156787, -0.8733215088043046]
[-0.02436447990778958, -0.6526155732420504, -0.8431596114923522, -0.12687529814177587, 0.8297843899847962, -1.0077986211616898]
[-0.022813648878696004, -0.700675572611595, -0.9179924406264975, -0.14503565030314036, 0.8573786200539137, -1.1422757335190752]
[-0.021262817849602433, -0.7487355719811393, -0.9928252697606429, -0.16319600246450486, 0.8849728501230313, -1.2767528458764605]
[-0.01971198682050886, -0.7967955713506837, -1.0676580988947881, -0.18135635462586933, 0.9125670801921488, -1.411229958233846]
[-0.17878364530463495, -0.7582116468772888, -1.0054300022459586, -0.1634171636004815, 0.9073860088097148, -1.4307082427141216]
[-0.337855303788761, -0.7196277224038939, -0.9432019055971292, -0.1454779725750937, 0.9022049374272807, -1.4501865271943972]
[-0.49692696227288696, -0.6810437979304991, -0.8809738089482997, -0.12753878154970588, 0.8970238660448465, -1.4696648116746727]
[-0.6559986207570132, -0.6424598734571042, -0.8187457122994702, -0.10959959052431807, 0.8918427946624125, -1.4891430961549483]
[-0.8150702792411392, -0.6038759489837093, -0.7565176156506408, -0.09166039949893026, 0.8866617232799784, -1.508621380635224]
[-0.9741419377252651, -0.5652920245103145, -0.6942895190018114, -0.07372120847354245, 0.8814806518975443, -1.5280996651154997]
[-1.1332135962093912, -0.5267081000369196, -0.6320614223529819, -0.05578201744815464, 0.8762995805151103, -1.5475779495957753]
[-1.2922852546935175, -0.4881241755635247, -0.5698333257041523, -0.03784282642276682, 0.8711185091326761, -1.567056234076051]
[-1.4513569131776434, -0.44954025109012985, -0.5076052290553229, -0.019903635397378994, 0.865937437750242, -1.5865345185563264]
[-1.6104285716617694, -0.410956326616735, -0.4453771324064935, -0.001964444371991199, 0.860756366367808, -1.606012803036602]
